att0	att1	att2	att3	att4	att5	att6	att7	att8	att9	att10	att11	att12	att13	att14	att15	att16	att17	att18	att19	att20	att21	att22	att23	att24	att25	att26	att27	att28	att29	att30	att31	att32	att33	att34	att35	att36	att37	att38	att39	att40	att41	att42	att43	att44	att45	att46	att47	att48	att49	Class
"s35"	"s83"	"s57"	"s13"	"s156"	"s155"	"s75"	"s17"	"s124"	"s163"	"s0"	"s153"	"s77"	"s66"	"s130"	"s68"	"s125"	"s47"	"s69"	"s168"	"s23"	"s164"	"s10"	"s26"	"s117"	"s144"	"s68"	"s64"	"s8"	"s115"	"s142"	"s174"	"s113"	"s67"	"s149"	"s175"	"s124"	"s161"	"s167"	"s59"	"s123"	"s148"	"s56"	"s9"	"s72"	"s7"	"s31"	"s150"	"s140"	"s66"	true
"s28"	"s165"	"s89"	"s198"	"s62"	"s147"	"s90"	"s68"	"s153"	"s91"	"s75"	"s49"	"s112"	"s97"	"s149"	"s15"	"s157"	"s180"	"s102"	"s192"	"s152"	"s131"	"s190"	"s180"	"s30"	"s53"	"s121"	"s116"	"s164"	"s126"	"s91"	"s54"	"s113"	"s67"	"s40"	"s71"	"s23"	"s55"	"s24"	"s127"	"s98"	"s137"	"s103"	"s18"	"s10"	"s106"	"s31"	"s23"	"s46"	"s6"	true
"s139"	"s23"	"s151"	"s127"	"s81"	"s76"	"s1"	"s73"	"s74"	"s72"	"s151"	"s197"	"s40"	"s15"	"s6"	"s73"	"s42"	"s42"	"s35"	"s43"	"s108"	"s93"	"s140"	"s129"	"s178"	"s109"	"s102"	"s126"	"s12"	"s163"	"s158"	"s19"	"s113"	"s67"	"s92"	"s80"	"s139"	"s24"	"s197"	"s149"	"s23"	"s55"	"s24"	"s11"	"s165"	"s139"	"s83"	"s75"	"s153"	"s186"	true
"s137"	"s180"	"s46"	"s169"	"s50"	"s66"	"s173"	"s166"	"s129"	"s54"	"s30"	"s25"	"s172"	"s32"	"s49"	"s2"	"s37"	"s85"	"s36"	"s17"	"s138"	"s89"	"s51"	"s159"	"s44"	"s40"	"s196"	"s169"	"s76"	"s28"	"s6"	"s29"	"s113"	"s67"	"s181"	"s133"	"s182"	"s34"	"s177"	"s89"	"s52"	"s123"	"s148"	"s97"	"s164"	"s69"	"s35"	"s177"	"s21"	"s17"	true
"s38"	"s27"	"s12"	"s90"	"s167"	"s169"	"s50"	"s67"	"s80"	"s161"	"s177"	"s169"	"s108"	"s38"	"s151"	"s135"	"s50"	"s44"	"s92"	"s187"	"s192"	"s17"	"s138"	"s127"	"s139"	"s113"	"s77"	"s191"	"s199"	"s132"	"s124"	"s194"	"s113"	"s67"	"s165"	"s32"	"s182"	"s8"	"s24"	"s94"	"s96"	"s39"	"s184"	"s111"	"s71"	"s186"	"s135"	"s32"	"s38"	"s143"	true
"s51"	"s115"	"s48"	"s10"	"s51"	"s108"	"s175"	"s192"	"s132"	"s34"	"s113"	"s117"	"s137"	"s70"	"s20"	"s40"	"s147"	"s194"	"s108"	"s87"	"s155"	"s94"	"s161"	"s40"	"s68"	"s180"	"s21"	"s46"	"s108"	"s7"	"s61"	"s110"	"s113"	"s67"	"s149"	"s30"	"s159"	"s118"	"s81"	"s48"	"s0"	"s16"	"s110"	"s43"	"s8"	"s49"	"s90"	"s66"	"s41"	"s84"	true
"s88"	"s61"	"s44"	"s136"	"s31"	"s152"	"s87"	"s58"	"s110"	"s161"	"s90"	"s64"	"s143"	"s95"	"s21"	"s175"	"s48"	"s49"	"s127"	"s28"	"s50"	"s159"	"s69"	"s137"	"s142"	"s48"	"s147"	"s198"	"s194"	"s161"	"s136"	"s44"	"s113"	"s67"	"s42"	"s192"	"s106"	"s179"	"s103"	"s1"	"s6"	"s197"	"s102"	"s60"	"s58"	"s149"	"s7"	"s51"	"s113"	"s25"	true
"s107"	"s56"	"s63"	"s89"	"s15"	"s141"	"s43"	"s40"	"s69"	"s194"	"s19"	"s64"	"s185"	"s111"	"s49"	"s169"	"s194"	"s47"	"s23"	"s125"	"s33"	"s102"	"s37"	"s142"	"s106"	"s129"	"s73"	"s4"	"s113"	"s5"	"s146"	"s93"	"s113"	"s67"	"s76"	"s81"	"s29"	"s48"	"s183"	"s131"	"s134"	"s108"	"s55"	"s37"	"s161"	"s177"	"s190"	"s156"	"s142"	"s152"	true
"s31"	"s74"	"s168"	"s22"	"s90"	"s196"	"s156"	"s53"	"s44"	"s191"	"s199"	"s23"	"s173"	"s187"	"s9"	"s171"	"s106"	"s6"	"s15"	"s63"	"s162"	"s149"	"s74"	"s44"	"s84"	"s67"	"s67"	"s44"	"s163"	"s61"	"s194"	"s150"	"s113"	"s67"	"s2"	"s35"	"s46"	"s126"	"s135"	"s163"	"s42"	"s23"	"s0"	"s117"	"s143"	"s194"	"s161"	"s7"	"s99"	"s186"	true
"s132"	"s27"	"s48"	"s115"	"s50"	"s169"	"s97"	"s23"	"s129"	"s76"	"s52"	"s122"	"s138"	"s80"	"s112"	"s150"	"s74"	"s24"	"s142"	"s25"	"s183"	"s69"	"s195"	"s79"	"s121"	"s93"	"s64"	"s119"	"s67"	"s72"	"s90"	"s31"	"s113"	"s67"	"s147"	"s48"	"s24"	"s85"	"s73"	"s104"	"s149"	"s39"	"s96"	"s42"	"s110"	"s160"	"s71"	"s112"	"s54"	"s68"	true
"s22"	"s33"	"s124"	"s101"	"s166"	"s96"	"s143"	"s110"	"s139"	"s60"	"s193"	"s195"	"s80"	"s39"	"s38"	"s75"	"s83"	"s54"	"s55"	"s181"	"s198"	"s52"	"s50"	"s102"	"s107"	"s14"	"s10"	"s144"	"s61"	"s53"	"s157"	"s59"	"s113"	"s67"	"s99"	"s38"	"s192"	"s55"	"s146"	"s81"	"s48"	"s150"	"s169"	"s65"	"s195"	"s67"	"s179"	"s104"	"s166"	"s56"	true
"s194"	"s0"	"s118"	"s164"	"s69"	"s102"	"s159"	"s146"	"s129"	"s108"	"s164"	"s72"	"s45"	"s22"	"s30"	"s158"	"s86"	"s150"	"s74"	"s186"	"s114"	"s181"	"s174"	"s43"	"s28"	"s197"	"s28"	"s85"	"s184"	"s54"	"s112"	"s102"	"s113"	"s67"	"s195"	"s106"	"s166"	"s159"	"s177"	"s7"	"s130"	"s75"	"s36"	"s18"	"s101"	"s176"	"s178"	"s37"	"s68"	"s175"	true
"s93"	"s38"	"s146"	"s42"	"s151"	"s102"	"s185"	"s94"	"s40"	"s79"	"s149"	"s100"	"s67"	"s152"	"s152"	"s187"	"s112"	"s67"	"s62"	"s86"	"s14"	"s37"	"s112"	"s68"	"s146"	"s117"	"s25"	"s153"	"s12"	"s53"	"s13"	"s115"	"s113"	"s67"	"s189"	"s90"	"s83"	"s197"	"s4"	"s112"	"s168"	"s110"	"s106"	"s63"	"s151"	"s104"	"s180"	"s123"	"s79"	"s56"	true
"s15"	"s157"	"s191"	"s125"	"s62"	"s170"	"s47"	"s36"	"s151"	"s30"	"s133"	"s56"	"s52"	"s164"	"s7"	"s167"	"s158"	"s161"	"s151"	"s2"	"s0"	"s127"	"s3"	"s45"	"s136"	"s27"	"s5"	"s43"	"s122"	"s52"	"s32"	"s150"	"s113"	"s67"	"s58"	"s193"	"s150"	"s59"	"s108"	"s167"	"s67"	"s41"	"s0"	"s131"	"s53"	"s15"	"s61"	"s39"	"s136"	"s198"	true
"s113"	"s83"	"s84"	"s157"	"s189"	"s43"	"s109"	"s81"	"s90"	"s12"	"s102"	"s93"	"s186"	"s7"	"s77"	"s29"	"s59"	"s120"	"s165"	"s99"	"s37"	"s45"	"s35"	"s192"	"s62"	"s187"	"s185"	"s66"	"s23"	"s62"	"s170"	"s119"	"s113"	"s67"	"s65"	"s175"	"s38"	"s100"	"s140"	"s109"	"s164"	"s87"	"s89"	"s91"	"s34"	"s145"	"s67"	"s53"	"s71"	"s17"	true
"s113"	"s48"	"s113"	"s70"	"s169"	"s169"	"s185"	"s42"	"s21"	"s9"	"s105"	"s109"	"s135"	"s195"	"s74"	"s110"	"s184"	"s73"	"s41"	"s0"	"s107"	"s150"	"s197"	"s103"	"s169"	"s51"	"s165"	"s113"	"s131"	"s136"	"s148"	"s196"	"s113"	"s67"	"s3"	"s142"	"s157"	"s46"	"s113"	"s71"	"s171"	"s46"	"s4"	"s141"	"s29"	"s184"	"s62"	"s83"	"s78"	"s107"	true
"s77"	"s45"	"s72"	"s135"	"s145"	"s40"	"s31"	"s111"	"s76"	"s149"	"s84"	"s137"	"s16"	"s144"	"s187"	"s45"	"s32"	"s61"	"s39"	"s167"	"s177"	"s154"	"s173"	"s131"	"s175"	"s148"	"s160"	"s151"	"s101"	"s94"	"s153"	"s69"	"s113"	"s67"	"s122"	"s176"	"s77"	"s194"	"s170"	"s68"	"s44"	"s147"	"s34"	"s19"	"s98"	"s179"	"s147"	"s16"	"s119"	"s108"	true
"s144"	"s124"	"s75"	"s65"	"s46"	"s6"	"s35"	"s69"	"s1"	"s120"	"s90"	"s55"	"s121"	"s5"	"s51"	"s56"	"s20"	"s188"	"s70"	"s151"	"s10"	"s108"	"s96"	"s170"	"s10"	"s57"	"s134"	"s179"	"s3"	"s144"	"s147"	"s85"	"s113"	"s67"	"s54"	"s23"	"s184"	"s137"	"s161"	"s52"	"s186"	"s198"	"s10"	"s157"	"s103"	"s185"	"s27"	"s171"	"s191"	"s15"	true
"s74"	"s128"	"s56"	"s192"	"s7"	"s120"	"s148"	"s120"	"s45"	"s56"	"s177"	"s102"	"s180"	"s48"	"s48"	"s69"	"s34"	"s40"	"s34"	"s24"	"s102"	"s27"	"s194"	"s172"	"s1"	"s187"	"s107"	"s86"	"s44"	"s194"	"s20"	"s73"	"s113"	"s67"	"s52"	"s167"	"s180"	"s167"	"s195"	"s123"	"s160"	"s76"	"s175"	"s134"	"s119"	"s9"	"s182"	"s92"	"s188"	"s198"	true
"s61"	"s50"	"s182"	"s165"	"s194"	"s196"	"s177"	"s37"	"s121"	"s25"	"s124"	"s75"	"s4"	"s125"	"s18"	"s95"	"s62"	"s131"	"s46"	"s130"	"s61"	"s108"	"s45"	"s6"	"s50"	"s105"	"s18"	"s91"	"s197"	"s103"	"s130"	"s137"	"s113"	"s67"	"s51"	"s163"	"s59"	"s25"	"s18"	"s138"	"s57"	"s12"	"s11"	"s100"	"s75"	"s57"	"s86"	"s187"	"s104"	"s191"	true
"s139"	"s10"	"s147"	"s41"	"s110"	"s83"	"s32"	"s49"	"s165"	"s187"	"s155"	"s157"	"s7"	"s89"	"s155"	"s101"	"s196"	"s185"	"s71"	"s158"	"s74"	"s109"	"s156"	"s48"	"s160"	"s20"	"s126"	"s57"	"s51"	"s51"	"s188"	"s141"	"s113"	"s67"	"s67"	"s5"	"s159"	"s25"	"s121"	"s179"	"s52"	"s81"	"s129"	"s183"	"s195"	"s57"	"s20"	"s9"	"s52"	"s110"	true
"s156"	"s105"	"s108"	"s196"	"s56"	"s187"	"s29"	"s19"	"s199"	"s133"	"s193"	"s127"	"s177"	"s198"	"s49"	"s119"	"s121"	"s168"	"s67"	"s129"	"s151"	"s194"	"s78"	"s124"	"s82"	"s160"	"s63"	"s0"	"s119"	"s80"	"s155"	"s22"	"s113"	"s67"	"s65"	"s3"	"s95"	"s42"	"s43"	"s138"	"s105"	"s120"	"s72"	"s37"	"s85"	"s78"	"s69"	"s78"	"s121"	"s2"	true
"s161"	"s28"	"s37"	"s190"	"s85"	"s106"	"s148"	"s3"	"s60"	"s53"	"s174"	"s16"	"s103"	"s70"	"s119"	"s97"	"s185"	"s188"	"s23"	"s146"	"s151"	"s196"	"s160"	"s14"	"s39"	"s141"	"s134"	"s101"	"s80"	"s40"	"s19"	"s22"	"s113"	"s67"	"s28"	"s169"	"s19"	"s15"	"s172"	"s72"	"s3"	"s159"	"s16"	"s32"	"s40"	"s7"	"s193"	"s19"	"s103"	"s183"	true
"s191"	"s148"	"s68"	"s169"	"s30"	"s17"	"s132"	"s165"	"s105"	"s51"	"s59"	"s195"	"s20"	"s92"	"s0"	"s54"	"s120"	"s100"	"s125"	"s61"	"s40"	"s189"	"s184"	"s154"	"s108"	"s47"	"s60"	"s125"	"s89"	"s46"	"s96"	"s170"	"s113"	"s67"	"s46"	"s59"	"s2"	"s142"	"s134"	"s43"	"s187"	"s97"	"s17"	"s39"	"s9"	"s35"	"s34"	"s117"	"s167"	"s35"	true
"s41"	"s170"	"s34"	"s158"	"s143"	"s101"	"s14"	"s69"	"s18"	"s118"	"s137"	"s4"	"s119"	"s188"	"s99"	"s79"	"s145"	"s37"	"s147"	"s105"	"s184"	"s27"	"s106"	"s116"	"s190"	"s49"	"s82"	"s106"	"s176"	"s166"	"s122"	"s73"	"s113"	"s67"	"s77"	"s28"	"s66"	"s83"	"s122"	"s150"	"s192"	"s83"	"s164"	"s50"	"s193"	"s192"	"s176"	"s151"	"s142"	"s41"	true
"s195"	"s3"	"s71"	"s22"	"s124"	"s96"	"s100"	"s85"	"s38"	"s13"	"s134"	"s48"	"s56"	"s120"	"s104"	"s163"	"s59"	"s132"	"s105"	"s176"	"s160"	"s6"	"s52"	"s163"	"s71"	"s7"	"s21"	"s120"	"s13"	"s97"	"s168"	"s110"	"s113"	"s67"	"s173"	"s187"	"s115"	"s135"	"s5"	"s121"	"s74"	"s23"	"s101"	"s18"	"s174"	"s42"	"s29"	"s134"	"s43"	"s177"	true
"s73"	"s66"	"s31"	"s160"	"s96"	"s195"	"s47"	"s90"	"s140"	"s153"	"s121"	"s4"	"s28"	"s178"	"s180"	"s46"	"s158"	"s138"	"s58"	"s174"	"s54"	"s15"	"s86"	"s149"	"s91"	"s73"	"s170"	"s1"	"s20"	"s5"	"s186"	"s14"	"s113"	"s67"	"s128"	"s145"	"s195"	"s172"	"s41"	"s111"	"s91"	"s68"	"s34"	"s151"	"s153"	"s34"	"s91"	"s54"	"s126"	"s150"	true
"s108"	"s23"	"s141"	"s175"	"s126"	"s109"	"s48"	"s139"	"s190"	"s146"	"s99"	"s55"	"s143"	"s48"	"s193"	"s51"	"s96"	"s56"	"s138"	"s10"	"s40"	"s142"	"s159"	"s75"	"s184"	"s183"	"s115"	"s137"	"s187"	"s121"	"s60"	"s118"	"s113"	"s67"	"s4"	"s144"	"s16"	"s85"	"s14"	"s138"	"s154"	"s9"	"s199"	"s90"	"s195"	"s183"	"s19"	"s88"	"s156"	"s193"	true
"s3"	"s89"	"s93"	"s134"	"s52"	"s81"	"s135"	"s83"	"s95"	"s120"	"s87"	"s163"	"s157"	"s46"	"s164"	"s169"	"s1"	"s32"	"s102"	"s188"	"s20"	"s52"	"s43"	"s62"	"s129"	"s141"	"s141"	"s58"	"s189"	"s154"	"s199"	"s163"	"s113"	"s67"	"s15"	"s10"	"s170"	"s91"	"s194"	"s79"	"s8"	"s161"	"s124"	"s93"	"s79"	"s82"	"s21"	"s117"	"s180"	"s104"	true
"s170"	"s101"	"s77"	"s98"	"s53"	"s49"	"s93"	"s52"	"s77"	"s105"	"s123"	"s103"	"s31"	"s194"	"s1"	"s110"	"s191"	"s97"	"s173"	"s58"	"s121"	"s97"	"s49"	"s70"	"s88"	"s53"	"s144"	"s19"	"s88"	"s143"	"s72"	"s100"	"s113"	"s67"	"s134"	"s45"	"s126"	"s147"	"s143"	"s80"	"s156"	"s74"	"s195"	"s104"	"s136"	"s26"	"s73"	"s175"	"s48"	"s79"	true
"s190"	"s141"	"s15"	"s152"	"s95"	"s118"	"s56"	"s8"	"s117"	"s53"	"s73"	"s115"	"s62"	"s153"	"s143"	"s11"	"s130"	"s17"	"s177"	"s32"	"s125"	"s32"	"s13"	"s7"	"s119"	"s194"	"s196"	"s117"	"s102"	"s132"	"s118"	"s109"	"s113"	"s67"	"s189"	"s29"	"s144"	"s180"	"s114"	"s53"	"s8"	"s56"	"s139"	"s109"	"s192"	"s79"	"s198"	"s160"	"s41"	"s150"	true
"s141"	"s111"	"s130"	"s94"	"s116"	"s6"	"s78"	"s18"	"s159"	"s173"	"s158"	"s104"	"s24"	"s116"	"s129"	"s182"	"s130"	"s133"	"s167"	"s23"	"s7"	"s87"	"s171"	"s118"	"s14"	"s182"	"s11"	"s71"	"s146"	"s125"	"s133"	"s141"	"s113"	"s67"	"s20"	"s91"	"s149"	"s8"	"s182"	"s52"	"s36"	"s3"	"s42"	"s52"	"s1"	"s7"	"s107"	"s136"	"s42"	"s132"	true
"s49"	"s107"	"s31"	"s119"	"s96"	"s185"	"s57"	"s77"	"s121"	"s16"	"s17"	"s111"	"s96"	"s161"	"s74"	"s25"	"s107"	"s30"	"s75"	"s76"	"s183"	"s4"	"s156"	"s178"	"s190"	"s42"	"s166"	"s187"	"s145"	"s138"	"s100"	"s49"	"s113"	"s67"	"s78"	"s169"	"s49"	"s25"	"s193"	"s31"	"s115"	"s8"	"s117"	"s57"	"s168"	"s91"	"s185"	"s127"	"s101"	"s193"	true
"s39"	"s188"	"s100"	"s160"	"s154"	"s157"	"s177"	"s30"	"s90"	"s80"	"s122"	"s148"	"s148"	"s12"	"s33"	"s189"	"s140"	"s42"	"s33"	"s55"	"s60"	"s102"	"s107"	"s143"	"s100"	"s117"	"s65"	"s66"	"s76"	"s147"	"s163"	"s80"	"s113"	"s67"	"s100"	"s27"	"s60"	"s144"	"s108"	"s114"	"s8"	"s9"	"s172"	"s19"	"s190"	"s2"	"s2"	"s98"	"s115"	"s77"	true
"s163"	"s92"	"s162"	"s22"	"s39"	"s36"	"s128"	"s148"	"s35"	"s26"	"s184"	"s184"	"s153"	"s195"	"s72"	"s87"	"s48"	"s66"	"s50"	"s118"	"s8"	"s48"	"s126"	"s145"	"s147"	"s92"	"s33"	"s151"	"s162"	"s144"	"s42"	"s52"	"s113"	"s67"	"s102"	"s17"	"s79"	"s167"	"s120"	"s13"	"s150"	"s67"	"s99"	"s7"	"s89"	"s34"	"s95"	"s101"	"s97"	"s9"	true
"s167"	"s133"	"s94"	"s1"	"s131"	"s66"	"s62"	"s83"	"s55"	"s188"	"s12"	"s158"	"s144"	"s72"	"s106"	"s82"	"s149"	"s130"	"s143"	"s186"	"s179"	"s96"	"s196"	"s173"	"s140"	"s106"	"s113"	"s86"	"s104"	"s27"	"s157"	"s148"	"s113"	"s67"	"s172"	"s63"	"s101"	"s156"	"s185"	"s152"	"s198"	"s124"	"s95"	"s115"	"s103"	"s106"	"s78"	"s84"	"s188"	"s178"	true
"s40"	"s167"	"s197"	"s188"	"s1"	"s135"	"s190"	"s13"	"s192"	"s147"	"s180"	"s183"	"s95"	"s8"	"s89"	"s89"	"s176"	"s149"	"s34"	"s156"	"s48"	"s41"	"s195"	"s169"	"s169"	"s164"	"s191"	"s187"	"s145"	"s10"	"s91"	"s178"	"s113"	"s67"	"s146"	"s39"	"s5"	"s117"	"s41"	"s174"	"s157"	"s174"	"s171"	"s64"	"s172"	"s185"	"s0"	"s10"	"s122"	"s193"	true
"s92"	"s120"	"s193"	"s63"	"s150"	"s25"	"s58"	"s188"	"s29"	"s155"	"s3"	"s189"	"s25"	"s163"	"s16"	"s178"	"s75"	"s181"	"s80"	"s73"	"s82"	"s86"	"s168"	"s53"	"s22"	"s30"	"s102"	"s106"	"s64"	"s112"	"s148"	"s58"	"s113"	"s67"	"s43"	"s49"	"s187"	"s44"	"s179"	"s149"	"s0"	"s51"	"s49"	"s55"	"s131"	"s138"	"s9"	"s84"	"s151"	"s58"	true
"s69"	"s62"	"s135"	"s173"	"s153"	"s108"	"s197"	"s160"	"s162"	"s10"	"s84"	"s38"	"s86"	"s194"	"s185"	"s75"	"s3"	"s153"	"s118"	"s157"	"s61"	"s113"	"s9"	"s38"	"s29"	"s182"	"s109"	"s124"	"s168"	"s10"	"s16"	"s9"	"s113"	"s67"	"s111"	"s166"	"s63"	"s57"	"s33"	"s12"	"s96"	"s53"	"s34"	"s162"	"s188"	"s165"	"s195"	"s125"	"s94"	"s4"	true
"s118"	"s58"	"s197"	"s189"	"s50"	"s182"	"s164"	"s187"	"s59"	"s147"	"s47"	"s108"	"s91"	"s144"	"s131"	"s54"	"s68"	"s173"	"s133"	"s51"	"s175"	"s33"	"s177"	"s186"	"s154"	"s169"	"s159"	"s47"	"s82"	"s117"	"s61"	"s158"	"s113"	"s67"	"s22"	"s173"	"s97"	"s25"	"s138"	"s120"	"s120"	"s35"	"s142"	"s90"	"s111"	"s176"	"s114"	"s57"	"s7"	"s176"	true
"s50"	"s129"	"s107"	"s78"	"s5"	"s34"	"s69"	"s62"	"s135"	"s111"	"s42"	"s7"	"s68"	"s74"	"s147"	"s107"	"s173"	"s15"	"s83"	"s184"	"s139"	"s116"	"s123"	"s82"	"s95"	"s11"	"s184"	"s51"	"s49"	"s190"	"s72"	"s14"	"s113"	"s67"	"s90"	"s6"	"s100"	"s28"	"s51"	"s118"	"s25"	"s89"	"s162"	"s118"	"s113"	"s5"	"s11"	"s38"	"s50"	"s86"	true
"s167"	"s94"	"s45"	"s178"	"s95"	"s175"	"s77"	"s175"	"s197"	"s40"	"s156"	"s26"	"s12"	"s115"	"s73"	"s141"	"s156"	"s161"	"s20"	"s50"	"s184"	"s175"	"s180"	"s52"	"s182"	"s99"	"s144"	"s196"	"s71"	"s160"	"s78"	"s54"	"s113"	"s67"	"s192"	"s137"	"s72"	"s37"	"s180"	"s164"	"s134"	"s151"	"s41"	"s182"	"s116"	"s69"	"s118"	"s174"	"s55"	"s96"	true
"s62"	"s195"	"s124"	"s26"	"s49"	"s90"	"s34"	"s93"	"s78"	"s2"	"s136"	"s187"	"s7"	"s28"	"s149"	"s40"	"s51"	"s86"	"s107"	"s5"	"s115"	"s13"	"s134"	"s131"	"s19"	"s69"	"s153"	"s157"	"s53"	"s89"	"s77"	"s148"	"s113"	"s67"	"s93"	"s37"	"s105"	"s183"	"s73"	"s111"	"s93"	"s92"	"s44"	"s121"	"s149"	"s176"	"s110"	"s65"	"s131"	"s118"	true
"s142"	"s182"	"s131"	"s114"	"s24"	"s95"	"s84"	"s6"	"s170"	"s183"	"s76"	"s184"	"s145"	"s4"	"s140"	"s148"	"s18"	"s101"	"s138"	"s17"	"s172"	"s8"	"s25"	"s123"	"s127"	"s174"	"s54"	"s181"	"s72"	"s50"	"s188"	"s91"	"s113"	"s67"	"s27"	"s64"	"s150"	"s55"	"s130"	"s144"	"s37"	"s135"	"s188"	"s2"	"s112"	"s148"	"s68"	"s30"	"s60"	"s19"	true
"s158"	"s83"	"s106"	"s140"	"s71"	"s53"	"s86"	"s197"	"s58"	"s106"	"s66"	"s156"	"s188"	"s81"	"s157"	"s85"	"s185"	"s21"	"s81"	"s140"	"s7"	"s48"	"s130"	"s57"	"s129"	"s162"	"s157"	"s195"	"s108"	"s4"	"s36"	"s58"	"s113"	"s67"	"s86"	"s76"	"s91"	"s78"	"s6"	"s187"	"s17"	"s165"	"s118"	"s43"	"s50"	"s105"	"s29"	"s77"	"s162"	"s99"	true
"s181"	"s140"	"s171"	"s23"	"s49"	"s151"	"s112"	"s52"	"s33"	"s21"	"s30"	"s145"	"s54"	"s62"	"s197"	"s96"	"s21"	"s67"	"s95"	"s114"	"s59"	"s12"	"s38"	"s167"	"s38"	"s47"	"s6"	"s70"	"s29"	"s152"	"s38"	"s83"	"s113"	"s67"	"s92"	"s52"	"s42"	"s149"	"s93"	"s48"	"s125"	"s91"	"s73"	"s178"	"s44"	"s99"	"s173"	"s110"	"s113"	"s37"	true
"s119"	"s135"	"s126"	"s178"	"s148"	"s197"	"s183"	"s175"	"s182"	"s120"	"s51"	"s114"	"s186"	"s21"	"s24"	"s3"	"s44"	"s62"	"s9"	"s196"	"s16"	"s19"	"s153"	"s140"	"s45"	"s125"	"s141"	"s135"	"s162"	"s103"	"s161"	"s177"	"s113"	"s67"	"s165"	"s122"	"s72"	"s172"	"s61"	"s115"	"s136"	"s120"	"s195"	"s97"	"s184"	"s171"	"s60"	"s175"	"s55"	"s154"	true
"s52"	"s28"	"s105"	"s74"	"s189"	"s154"	"s40"	"s110"	"s59"	"s10"	"s82"	"s185"	"s115"	"s195"	"s79"	"s82"	"s18"	"s35"	"s9"	"s34"	"s104"	"s7"	"s157"	"s156"	"s64"	"s113"	"s154"	"s57"	"s125"	"s182"	"s189"	"s27"	"s113"	"s67"	"s115"	"s64"	"s7"	"s175"	"s42"	"s23"	"s6"	"s130"	"s119"	"s32"	"s146"	"s15"	"s64"	"s82"	"s33"	"s36"	true
"s111"	"s94"	"s23"	"s12"	"s144"	"s20"	"s12"	"s127"	"s56"	"s21"	"s179"	"s157"	"s180"	"s38"	"s159"	"s11"	"s119"	"s113"	"s104"	"s27"	"s101"	"s195"	"s183"	"s67"	"s25"	"s162"	"s28"	"s113"	"s118"	"s197"	"s72"	"s5"	"s113"	"s67"	"s116"	"s126"	"s158"	"s176"	"s43"	"s107"	"s176"	"s72"	"s37"	"s176"	"s189"	"s81"	"s140"	"s15"	"s111"	"s136"	true
"s110"	"s165"	"s6"	"s25"	"s6"	"s64"	"s122"	"s182"	"s168"	"s0"	"s125"	"s153"	"s118"	"s164"	"s130"	"s70"	"s152"	"s100"	"s0"	"s95"	"s128"	"s25"	"s16"	"s183"	"s17"	"s35"	"s121"	"s115"	"s112"	"s197"	"s17"	"s22"	"s113"	"s67"	"s144"	"s112"	"s86"	"s160"	"s79"	"s52"	"s5"	"s184"	"s167"	"s35"	"s0"	"s86"	"s92"	"s45"	"s17"	"s100"	true
"s146"	"s151"	"s170"	"s9"	"s193"	"s172"	"s130"	"s160"	"s41"	"s149"	"s96"	"s116"	"s83"	"s67"	"s32"	"s38"	"s86"	"s153"	"s185"	"s108"	"s79"	"s76"	"s100"	"s10"	"s46"	"s89"	"s159"	"s29"	"s97"	"s13"	"s6"	"s22"	"s113"	"s67"	"s198"	"s113"	"s142"	"s192"	"s77"	"s117"	"s88"	"s73"	"s2"	"s45"	"s32"	"s47"	"s88"	"s189"	"s68"	"s29"	true
"s5"	"s14"	"s38"	"s189"	"s122"	"s62"	"s93"	"s180"	"s41"	"s28"	"s69"	"s86"	"s155"	"s90"	"s105"	"s45"	"s51"	"s198"	"s129"	"s15"	"s117"	"s188"	"s190"	"s34"	"s20"	"s165"	"s17"	"s101"	"s133"	"s194"	"s181"	"s42"	"s113"	"s67"	"s197"	"s12"	"s37"	"s81"	"s82"	"s18"	"s122"	"s107"	"s114"	"s74"	"s55"	"s51"	"s157"	"s168"	"s91"	"s40"	true
"s45"	"s142"	"s198"	"s190"	"s12"	"s68"	"s48"	"s20"	"s32"	"s168"	"s17"	"s176"	"s10"	"s152"	"s164"	"s41"	"s114"	"s15"	"s60"	"s35"	"s145"	"s33"	"s24"	"s106"	"s112"	"s74"	"s14"	"s36"	"s176"	"s135"	"s89"	"s126"	"s113"	"s67"	"s99"	"s79"	"s70"	"s117"	"s42"	"s26"	"s118"	"s143"	"s100"	"s137"	"s41"	"s122"	"s129"	"s120"	"s152"	"s38"	true
"s165"	"s115"	"s167"	"s181"	"s66"	"s190"	"s86"	"s24"	"s75"	"s95"	"s82"	"s95"	"s129"	"s36"	"s149"	"s52"	"s120"	"s131"	"s9"	"s80"	"s4"	"s138"	"s111"	"s29"	"s106"	"s35"	"s43"	"s13"	"s76"	"s72"	"s57"	"s134"	"s113"	"s67"	"s46"	"s135"	"s57"	"s92"	"s39"	"s41"	"s198"	"s173"	"s75"	"s12"	"s108"	"s174"	"s94"	"s84"	"s17"	"s40"	true
