att0	att1	att2	att3	att4	att5	att6	att7	att8	att9	att10	att11	att12	att13	att14	att15	att16	att17	att18	att19	att20	att21	att22	att23	att24	att25	att26	att27	att28	att29	att30	att31	att32	att33	att34	att35	att36	att37	att38	att39	att40	att41	att42	att43	att44	att45	att46	att47	att48	att49	Class
"s37"	"s3"	"s18"	"s38"	"s21"	"s18"	"s31"	"s31"	"s30"	"s43"	"s0"	"s47"	"s30"	"s32"	"s34"	"s22"	"s21"	"s35"	"s17"	"s30"	"s3"	"s34"	"s13"	"s6"	"s28"	"s6"	"s31"	"s1"	"s40"	"s36"	"s46"	"s14"	"s16"	"s45"	"s24"	"s18"	"s19"	"s8"	"s36"	"s15"	"s38"	"s2"	"s21"	"s19"	"s23"	"s43"	"s14"	"s6"	"s32"	"s47"	true
"s47"	"s4"	"s8"	"s26"	"s32"	"s42"	"s42"	"s39"	"s26"	"s7"	"s32"	"s7"	"s48"	"s18"	"s45"	"s44"	"s5"	"s15"	"s32"	"s48"	"s48"	"s26"	"s40"	"s10"	"s4"	"s30"	"s2"	"s49"	"s33"	"s3"	"s2"	"s14"	"s25"	"s16"	"s44"	"s43"	"s35"	"s15"	"s7"	"s27"	"s36"	"s32"	"s47"	"s30"	"s12"	"s11"	"s34"	"s46"	"s7"	"s34"	true
"s38"	"s24"	"s34"	"s16"	"s0"	"s47"	"s11"	"s3"	"s11"	"s45"	"s17"	"s25"	"s25"	"s35"	"s13"	"s15"	"s15"	"s28"	"s0"	"s1"	"s8"	"s28"	"s20"	"s20"	"s49"	"s27"	"s44"	"s44"	"s31"	"s34"	"s47"	"s23"	"s0"	"s3"	"s8"	"s37"	"s36"	"s36"	"s44"	"s31"	"s39"	"s26"	"s9"	"s6"	"s13"	"s34"	"s22"	"s19"	"s26"	"s17"	false
"s48"	"s29"	"s38"	"s39"	"s0"	"s47"	"s18"	"s36"	"s49"	"s27"	"s16"	"s44"	"s32"	"s40"	"s34"	"s37"	"s7"	"s21"	"s30"	"s17"	"s30"	"s24"	"s34"	"s21"	"s28"	"s43"	"s5"	"s11"	"s24"	"s12"	"s35"	"s16"	"s27"	"s33"	"s43"	"s42"	"s20"	"s41"	"s47"	"s43"	"s39"	"s16"	"s47"	"s15"	"s36"	"s18"	"s49"	"s15"	"s12"	"s25"	true
"s37"	"s27"	"s8"	"s8"	"s5"	"s28"	"s32"	"s8"	"s16"	"s18"	"s0"	"s29"	"s17"	"s38"	"s6"	"s4"	"s30"	"s41"	"s48"	"s36"	"s41"	"s24"	"s12"	"s30"	"s49"	"s31"	"s22"	"s0"	"s34"	"s17"	"s6"	"s43"	"s16"	"s2"	"s49"	"s29"	"s32"	"s29"	"s3"	"s7"	"s45"	"s48"	"s2"	"s20"	"s7"	"s9"	"s23"	"s30"	"s38"	"s37"	true
"s22"	"s34"	"s33"	"s21"	"s5"	"s38"	"s10"	"s36"	"s32"	"s29"	"s23"	"s40"	"s8"	"s44"	"s34"	"s29"	"s11"	"s12"	"s44"	"s0"	"s11"	"s36"	"s11"	"s31"	"s47"	"s43"	"s21"	"s32"	"s41"	"s28"	"s9"	"s44"	"s1"	"s8"	"s46"	"s5"	"s44"	"s33"	"s30"	"s4"	"s39"	"s2"	"s18"	"s36"	"s48"	"s47"	"s26"	"s27"	"s4"	"s21"	true
"s33"	"s20"	"s42"	"s13"	"s3"	"s19"	"s32"	"s9"	"s43"	"s16"	"s46"	"s0"	"s22"	"s19"	"s19"	"s40"	"s43"	"s10"	"s49"	"s24"	"s37"	"s16"	"s40"	"s49"	"s27"	"s8"	"s11"	"s12"	"s32"	"s18"	"s20"	"s48"	"s43"	"s4"	"s4"	"s45"	"s6"	"s21"	"s32"	"s2"	"s49"	"s27"	"s17"	"s39"	"s13"	"s16"	"s17"	"s34"	"s14"	"s24"	true
"s32"	"s4"	"s10"	"s23"	"s4"	"s35"	"s37"	"s1"	"s0"	"s17"	"s16"	"s13"	"s19"	"s12"	"s30"	"s16"	"s18"	"s22"	"s15"	"s24"	"s29"	"s43"	"s12"	"s24"	"s38"	"s36"	"s10"	"s11"	"s35"	"s38"	"s23"	"s1"	"s43"	"s11"	"s6"	"s14"	"s27"	"s14"	"s24"	"s33"	"s11"	"s34"	"s39"	"s9"	"s21"	"s42"	"s1"	"s41"	"s14"	"s35"	true
"s15"	"s17"	"s6"	"s15"	"s4"	"s33"	"s49"	"s38"	"s9"	"s14"	"s7"	"s30"	"s7"	"s36"	"s37"	"s19"	"s14"	"s26"	"s22"	"s29"	"s46"	"s3"	"s23"	"s9"	"s21"	"s5"	"s15"	"s19"	"s42"	"s33"	"s17"	"s23"	"s46"	"s37"	"s2"	"s29"	"s19"	"s28"	"s1"	"s11"	"s3"	"s43"	"s18"	"s24"	"s38"	"s42"	"s10"	"s46"	"s39"	"s41"	false
"s4"	"s12"	"s30"	"s44"	"s28"	"s3"	"s6"	"s27"	"s20"	"s8"	"s16"	"s30"	"s5"	"s31"	"s32"	"s43"	"s5"	"s3"	"s3"	"s42"	"s12"	"s9"	"s5"	"s21"	"s41"	"s6"	"s21"	"s36"	"s43"	"s42"	"s5"	"s22"	"s48"	"s41"	"s24"	"s15"	"s24"	"s26"	"s4"	"s5"	"s31"	"s0"	"s6"	"s22"	"s29"	"s27"	"s22"	"s16"	"s44"	"s19"	true
"s26"	"s15"	"s18"	"s1"	"s8"	"s14"	"s33"	"s45"	"s20"	"s34"	"s19"	"s10"	"s34"	"s45"	"s5"	"s16"	"s22"	"s2"	"s38"	"s21"	"s47"	"s11"	"s44"	"s35"	"s0"	"s33"	"s22"	"s41"	"s4"	"s9"	"s38"	"s42"	"s12"	"s8"	"s14"	"s38"	"s33"	"s5"	"s32"	"s43"	"s36"	"s33"	"s47"	"s9"	"s40"	"s5"	"s48"	"s35"	"s35"	"s48"	true
"s5"	"s23"	"s6"	"s2"	"s35"	"s28"	"s18"	"s32"	"s7"	"s6"	"s27"	"s43"	"s33"	"s18"	"s35"	"s21"	"s36"	"s17"	"s19"	"s9"	"s13"	"s19"	"s22"	"s30"	"s42"	"s24"	"s39"	"s18"	"s15"	"s27"	"s15"	"s15"	"s6"	"s44"	"s35"	"s15"	"s48"	"s20"	"s25"	"s29"	"s23"	"s44"	"s27"	"s5"	"s4"	"s32"	"s37"	"s40"	"s21"	"s40"	true
"s49"	"s42"	"s38"	"s14"	"s45"	"s6"	"s11"	"s31"	"s15"	"s0"	"s2"	"s32"	"s5"	"s42"	"s34"	"s37"	"s46"	"s18"	"s44"	"s0"	"s34"	"s21"	"s13"	"s35"	"s35"	"s6"	"s0"	"s43"	"s2"	"s24"	"s9"	"s7"	"s27"	"s49"	"s44"	"s2"	"s31"	"s37"	"s43"	"s13"	"s37"	"s26"	"s1"	"s23"	"s35"	"s29"	"s28"	"s16"	"s15"	"s41"	true
"s6"	"s45"	"s17"	"s9"	"s29"	"s35"	"s17"	"s49"	"s16"	"s9"	"s9"	"s41"	"s48"	"s12"	"s35"	"s19"	"s48"	"s29"	"s7"	"s9"	"s27"	"s2"	"s9"	"s43"	"s18"	"s4"	"s35"	"s21"	"s37"	"s48"	"s35"	"s16"	"s20"	"s37"	"s17"	"s1"	"s25"	"s17"	"s18"	"s38"	"s45"	"s11"	"s21"	"s4"	"s16"	"s24"	"s41"	"s10"	"s9"	"s39"	true
"s40"	"s19"	"s45"	"s11"	"s31"	"s25"	"s13"	"s29"	"s9"	"s16"	"s38"	"s38"	"s34"	"s11"	"s44"	"s23"	"s12"	"s15"	"s34"	"s27"	"s33"	"s34"	"s20"	"s46"	"s32"	"s25"	"s49"	"s6"	"s25"	"s42"	"s32"	"s40"	"s27"	"s6"	"s48"	"s36"	"s30"	"s8"	"s39"	"s8"	"s4"	"s46"	"s30"	"s26"	"s36"	"s5"	"s31"	"s7"	"s17"	"s28"	true
"s39"	"s35"	"s27"	"s3"	"s29"	"s39"	"s16"	"s40"	"s25"	"s20"	"s19"	"s12"	"s0"	"s42"	"s31"	"s44"	"s21"	"s16"	"s15"	"s40"	"s14"	"s30"	"s42"	"s19"	"s35"	"s31"	"s25"	"s45"	"s20"	"s45"	"s2"	"s10"	"s46"	"s27"	"s47"	"s46"	"s26"	"s25"	"s13"	"s33"	"s26"	"s0"	"s33"	"s21"	"s28"	"s0"	"s1"	"s6"	"s0"	"s44"	false
"s0"	"s14"	"s18"	"s31"	"s41"	"s21"	"s48"	"s46"	"s2"	"s19"	"s13"	"s18"	"s42"	"s15"	"s6"	"s17"	"s15"	"s28"	"s3"	"s11"	"s1"	"s8"	"s41"	"s4"	"s3"	"s35"	"s0"	"s35"	"s17"	"s40"	"s32"	"s35"	"s34"	"s25"	"s31"	"s9"	"s34"	"s17"	"s46"	"s4"	"s8"	"s42"	"s6"	"s1"	"s4"	"s21"	"s1"	"s41"	"s32"	"s40"	false
"s21"	"s33"	"s13"	"s3"	"s39"	"s36"	"s29"	"s45"	"s29"	"s15"	"s40"	"s14"	"s4"	"s3"	"s44"	"s13"	"s48"	"s49"	"s32"	"s3"	"s13"	"s13"	"s42"	"s27"	"s16"	"s36"	"s27"	"s16"	"s23"	"s6"	"s29"	"s47"	"s21"	"s0"	"s36"	"s25"	"s28"	"s32"	"s19"	"s49"	"s6"	"s49"	"s42"	"s16"	"s39"	"s49"	"s9"	"s48"	"s27"	"s10"	true
"s31"	"s31"	"s2"	"s19"	"s6"	"s37"	"s22"	"s48"	"s31"	"s41"	"s3"	"s24"	"s5"	"s35"	"s20"	"s45"	"s1"	"s46"	"s31"	"s24"	"s7"	"s7"	"s34"	"s44"	"s22"	"s30"	"s3"	"s26"	"s38"	"s3"	"s42"	"s6"	"s39"	"s15"	"s22"	"s29"	"s42"	"s12"	"s39"	"s19"	"s7"	"s38"	"s37"	"s28"	"s10"	"s9"	"s0"	"s31"	"s43"	"s19"	true
"s35"	"s9"	"s40"	"s12"	"s42"	"s27"	"s4"	"s33"	"s17"	"s33"	"s17"	"s37"	"s26"	"s21"	"s34"	"s32"	"s36"	"s49"	"s16"	"s25"	"s10"	"s31"	"s14"	"s38"	"s4"	"s43"	"s14"	"s48"	"s25"	"s10"	"s17"	"s11"	"s43"	"s36"	"s20"	"s6"	"s26"	"s1"	"s13"	"s29"	"s25"	"s12"	"s0"	"s10"	"s16"	"s26"	"s34"	"s16"	"s20"	"s9"	true
"s11"	"s48"	"s27"	"s24"	"s21"	"s11"	"s48"	"s26"	"s3"	"s1"	"s16"	"s16"	"s0"	"s20"	"s7"	"s20"	"s38"	"s39"	"s12"	"s21"	"s21"	"s22"	"s22"	"s41"	"s25"	"s15"	"s42"	"s37"	"s17"	"s37"	"s47"	"s12"	"s31"	"s46"	"s46"	"s8"	"s32"	"s8"	"s47"	"s1"	"s44"	"s13"	"s1"	"s45"	"s6"	"s22"	"s39"	"s23"	"s2"	"s4"	true
"s10"	"s46"	"s23"	"s32"	"s31"	"s7"	"s33"	"s43"	"s7"	"s1"	"s7"	"s41"	"s4"	"s9"	"s39"	"s43"	"s42"	"s30"	"s32"	"s42"	"s47"	"s45"	"s27"	"s0"	"s34"	"s41"	"s28"	"s18"	"s28"	"s49"	"s29"	"s1"	"s14"	"s1"	"s48"	"s49"	"s25"	"s47"	"s46"	"s16"	"s2"	"s24"	"s27"	"s26"	"s29"	"s13"	"s19"	"s34"	"s30"	"s22"	false
"s42"	"s39"	"s46"	"s15"	"s48"	"s19"	"s4"	"s43"	"s20"	"s11"	"s0"	"s1"	"s47"	"s49"	"s48"	"s14"	"s20"	"s31"	"s27"	"s48"	"s47"	"s28"	"s5"	"s15"	"s34"	"s33"	"s12"	"s47"	"s35"	"s32"	"s8"	"s8"	"s23"	"s19"	"s41"	"s33"	"s35"	"s39"	"s28"	"s10"	"s31"	"s3"	"s23"	"s13"	"s0"	"s3"	"s29"	"s45"	"s35"	"s9"	true
"s27"	"s39"	"s1"	"s4"	"s8"	"s34"	"s12"	"s10"	"s36"	"s45"	"s10"	"s2"	"s49"	"s13"	"s2"	"s1"	"s38"	"s23"	"s43"	"s0"	"s29"	"s17"	"s34"	"s28"	"s21"	"s32"	"s19"	"s36"	"s49"	"s5"	"s8"	"s29"	"s17"	"s33"	"s4"	"s3"	"s10"	"s9"	"s46"	"s42"	"s48"	"s6"	"s28"	"s44"	"s7"	"s5"	"s39"	"s37"	"s0"	"s39"	true
"s41"	"s29"	"s33"	"s42"	"s39"	"s1"	"s1"	"s18"	"s28"	"s14"	"s23"	"s28"	"s33"	"s5"	"s46"	"s4"	"s29"	"s8"	"s31"	"s37"	"s3"	"s19"	"s11"	"s13"	"s17"	"s13"	"s40"	"s24"	"s49"	"s17"	"s4"	"s37"	"s48"	"s24"	"s41"	"s9"	"s9"	"s49"	"s21"	"s16"	"s23"	"s46"	"s13"	"s11"	"s36"	"s38"	"s29"	"s30"	"s11"	"s29"	false
"s34"	"s39"	"s10"	"s18"	"s31"	"s46"	"s46"	"s20"	"s27"	"s11"	"s11"	"s32"	"s26"	"s42"	"s29"	"s11"	"s43"	"s38"	"s3"	"s48"	"s6"	"s10"	"s9"	"s33"	"s7"	"s36"	"s16"	"s8"	"s49"	"s0"	"s32"	"s17"	"s37"	"s27"	"s1"	"s10"	"s28"	"s20"	"s17"	"s32"	"s13"	"s36"	"s20"	"s36"	"s42"	"s16"	"s2"	"s4"	"s39"	"s9"	true
"s25"	"s6"	"s10"	"s41"	"s43"	"s26"	"s7"	"s26"	"s8"	"s2"	"s24"	"s24"	"s6"	"s37"	"s5"	"s33"	"s47"	"s7"	"s1"	"s49"	"s37"	"s19"	"s46"	"s10"	"s0"	"s28"	"s22"	"s29"	"s45"	"s24"	"s34"	"s49"	"s4"	"s39"	"s30"	"s1"	"s29"	"s2"	"s29"	"s4"	"s20"	"s6"	"s36"	"s9"	"s28"	"s31"	"s38"	"s20"	"s12"	"s14"	false
"s48"	"s42"	"s11"	"s20"	"s1"	"s19"	"s4"	"s45"	"s44"	"s7"	"s2"	"s44"	"s16"	"s42"	"s15"	"s26"	"s34"	"s18"	"s49"	"s33"	"s30"	"s33"	"s28"	"s26"	"s24"	"s39"	"s2"	"s42"	"s45"	"s19"	"s37"	"s23"	"s0"	"s34"	"s5"	"s48"	"s5"	"s7"	"s42"	"s0"	"s18"	"s19"	"s21"	"s46"	"s8"	"s22"	"s5"	"s20"	"s11"	"s44"	true
"s6"	"s18"	"s23"	"s3"	"s34"	"s36"	"s2"	"s7"	"s24"	"s41"	"s38"	"s16"	"s3"	"s47"	"s48"	"s23"	"s18"	"s15"	"s5"	"s13"	"s21"	"s7"	"s24"	"s12"	"s20"	"s49"	"s6"	"s15"	"s18"	"s11"	"s4"	"s42"	"s5"	"s47"	"s33"	"s48"	"s7"	"s26"	"s5"	"s42"	"s30"	"s35"	"s16"	"s31"	"s30"	"s40"	"s40"	"s45"	"s18"	"s31"	false
"s11"	"s48"	"s11"	"s43"	"s0"	"s8"	"s4"	"s12"	"s9"	"s8"	"s17"	"s41"	"s48"	"s39"	"s45"	"s21"	"s14"	"s9"	"s48"	"s31"	"s20"	"s13"	"s3"	"s20"	"s22"	"s40"	"s43"	"s42"	"s23"	"s46"	"s38"	"s43"	"s42"	"s7"	"s23"	"s36"	"s9"	"s8"	"s14"	"s40"	"s30"	"s26"	"s9"	"s24"	"s39"	"s31"	"s33"	"s17"	"s13"	"s1"	false
"s0"	"s16"	"s24"	"s25"	"s13"	"s24"	"s12"	"s25"	"s29"	"s8"	"s26"	"s4"	"s48"	"s48"	"s17"	"s13"	"s27"	"s13"	"s14"	"s42"	"s13"	"s46"	"s7"	"s4"	"s5"	"s45"	"s33"	"s19"	"s28"	"s19"	"s26"	"s30"	"s35"	"s45"	"s5"	"s20"	"s3"	"s33"	"s30"	"s7"	"s33"	"s21"	"s41"	"s45"	"s42"	"s45"	"s4"	"s37"	"s48"	"s44"	false
"s38"	"s13"	"s21"	"s28"	"s28"	"s38"	"s12"	"s34"	"s4"	"s26"	"s49"	"s33"	"s18"	"s45"	"s45"	"s44"	"s23"	"s8"	"s20"	"s35"	"s12"	"s11"	"s6"	"s18"	"s14"	"s33"	"s15"	"s6"	"s3"	"s1"	"s31"	"s39"	"s37"	"s12"	"s25"	"s2"	"s44"	"s22"	"s0"	"s49"	"s24"	"s44"	"s25"	"s48"	"s10"	"s23"	"s32"	"s0"	"s30"	"s4"	false
"s30"	"s24"	"s38"	"s33"	"s21"	"s3"	"s15"	"s12"	"s8"	"s28"	"s5"	"s2"	"s1"	"s46"	"s13"	"s0"	"s46"	"s12"	"s23"	"s27"	"s7"	"s1"	"s15"	"s0"	"s48"	"s19"	"s6"	"s9"	"s38"	"s37"	"s11"	"s27"	"s29"	"s22"	"s12"	"s24"	"s34"	"s32"	"s38"	"s46"	"s22"	"s39"	"s4"	"s27"	"s0"	"s17"	"s34"	"s12"	"s16"	"s27"	true
"s49"	"s12"	"s44"	"s21"	"s39"	"s18"	"s19"	"s46"	"s7"	"s36"	"s36"	"s3"	"s48"	"s3"	"s41"	"s28"	"s4"	"s19"	"s20"	"s40"	"s23"	"s24"	"s19"	"s6"	"s35"	"s23"	"s7"	"s9"	"s34"	"s16"	"s7"	"s46"	"s13"	"s48"	"s39"	"s2"	"s45"	"s28"	"s11"	"s40"	"s10"	"s12"	"s6"	"s9"	"s42"	"s16"	"s10"	"s15"	"s29"	"s42"	true
"s0"	"s40"	"s24"	"s35"	"s48"	"s11"	"s46"	"s3"	"s11"	"s41"	"s16"	"s38"	"s9"	"s27"	"s22"	"s39"	"s37"	"s15"	"s24"	"s44"	"s25"	"s43"	"s29"	"s17"	"s7"	"s16"	"s24"	"s22"	"s28"	"s23"	"s46"	"s35"	"s35"	"s14"	"s49"	"s8"	"s6"	"s2"	"s17"	"s11"	"s18"	"s40"	"s20"	"s25"	"s38"	"s20"	"s22"	"s20"	"s31"	"s43"	false
"s40"	"s45"	"s26"	"s6"	"s21"	"s29"	"s15"	"s38"	"s2"	"s15"	"s7"	"s3"	"s45"	"s20"	"s16"	"s39"	"s23"	"s37"	"s42"	"s10"	"s8"	"s33"	"s0"	"s44"	"s11"	"s18"	"s43"	"s41"	"s19"	"s41"	"s46"	"s18"	"s10"	"s20"	"s11"	"s44"	"s37"	"s38"	"s22"	"s22"	"s43"	"s45"	"s26"	"s0"	"s38"	"s6"	"s3"	"s0"	"s25"	"s26"	false
"s23"	"s18"	"s15"	"s7"	"s38"	"s41"	"s5"	"s41"	"s19"	"s18"	"s10"	"s20"	"s38"	"s23"	"s0"	"s9"	"s41"	"s29"	"s28"	"s19"	"s0"	"s45"	"s40"	"s21"	"s19"	"s6"	"s3"	"s36"	"s46"	"s32"	"s30"	"s11"	"s21"	"s31"	"s24"	"s27"	"s26"	"s24"	"s25"	"s4"	"s21"	"s33"	"s15"	"s27"	"s27"	"s7"	"s31"	"s43"	"s20"	"s21"	false
"s20"	"s1"	"s34"	"s27"	"s31"	"s8"	"s7"	"s41"	"s35"	"s12"	"s29"	"s32"	"s0"	"s4"	"s18"	"s1"	"s38"	"s13"	"s42"	"s2"	"s41"	"s36"	"s47"	"s3"	"s2"	"s2"	"s37"	"s45"	"s46"	"s22"	"s10"	"s35"	"s15"	"s17"	"s46"	"s27"	"s33"	"s26"	"s0"	"s25"	"s28"	"s39"	"s10"	"s15"	"s36"	"s13"	"s1"	"s15"	"s29"	"s38"	true
"s39"	"s16"	"s44"	"s30"	"s19"	"s6"	"s37"	"s49"	"s17"	"s5"	"s45"	"s28"	"s18"	"s7"	"s15"	"s31"	"s29"	"s10"	"s7"	"s7"	"s11"	"s12"	"s37"	"s34"	"s40"	"s15"	"s30"	"s27"	"s1"	"s9"	"s24"	"s31"	"s41"	"s12"	"s49"	"s7"	"s28"	"s27"	"s44"	"s23"	"s37"	"s29"	"s5"	"s15"	"s7"	"s25"	"s5"	"s6"	"s38"	"s5"	false
"s20"	"s1"	"s44"	"s14"	"s6"	"s22"	"s10"	"s42"	"s49"	"s30"	"s26"	"s13"	"s26"	"s8"	"s42"	"s13"	"s49"	"s49"	"s46"	"s48"	"s37"	"s13"	"s36"	"s40"	"s46"	"s48"	"s25"	"s21"	"s32"	"s7"	"s36"	"s7"	"s17"	"s4"	"s2"	"s35"	"s40"	"s32"	"s10"	"s10"	"s45"	"s14"	"s36"	"s15"	"s49"	"s29"	"s39"	"s1"	"s18"	"s31"	false
"s9"	"s44"	"s45"	"s1"	"s47"	"s17"	"s17"	"s5"	"s15"	"s38"	"s17"	"s5"	"s19"	"s26"	"s42"	"s16"	"s27"	"s38"	"s20"	"s2"	"s15"	"s5"	"s33"	"s45"	"s40"	"s3"	"s36"	"s25"	"s31"	"s46"	"s7"	"s44"	"s49"	"s8"	"s9"	"s40"	"s24"	"s4"	"s31"	"s40"	"s38"	"s47"	"s8"	"s40"	"s36"	"s36"	"s9"	"s46"	"s31"	"s24"	false
"s13"	"s15"	"s43"	"s3"	"s29"	"s21"	"s19"	"s19"	"s9"	"s14"	"s11"	"s9"	"s25"	"s18"	"s46"	"s23"	"s3"	"s42"	"s40"	"s13"	"s9"	"s16"	"s24"	"s7"	"s5"	"s11"	"s34"	"s7"	"s41"	"s1"	"s35"	"s25"	"s10"	"s15"	"s10"	"s35"	"s26"	"s35"	"s19"	"s15"	"s20"	"s34"	"s10"	"s22"	"s24"	"s27"	"s22"	"s38"	"s8"	"s28"	true
"s12"	"s23"	"s25"	"s36"	"s27"	"s49"	"s4"	"s45"	"s0"	"s7"	"s38"	"s45"	"s12"	"s32"	"s19"	"s27"	"s14"	"s23"	"s38"	"s43"	"s34"	"s18"	"s16"	"s19"	"s37"	"s32"	"s8"	"s48"	"s16"	"s6"	"s48"	"s34"	"s44"	"s26"	"s8"	"s45"	"s25"	"s45"	"s3"	"s8"	"s45"	"s1"	"s15"	"s8"	"s18"	"s13"	"s37"	"s19"	"s38"	"s42"	true
"s27"	"s42"	"s19"	"s27"	"s13"	"s46"	"s31"	"s35"	"s38"	"s25"	"s24"	"s19"	"s37"	"s23"	"s32"	"s46"	"s35"	"s27"	"s4"	"s36"	"s17"	"s13"	"s6"	"s28"	"s48"	"s7"	"s31"	"s49"	"s18"	"s42"	"s42"	"s9"	"s0"	"s26"	"s42"	"s14"	"s27"	"s46"	"s4"	"s34"	"s3"	"s13"	"s1"	"s43"	"s36"	"s25"	"s39"	"s27"	"s17"	"s38"	false
"s47"	"s38"	"s13"	"s21"	"s11"	"s11"	"s13"	"s38"	"s8"	"s4"	"s15"	"s4"	"s14"	"s16"	"s26"	"s19"	"s3"	"s20"	"s20"	"s48"	"s5"	"s3"	"s0"	"s43"	"s30"	"s23"	"s32"	"s0"	"s27"	"s23"	"s24"	"s16"	"s45"	"s48"	"s12"	"s48"	"s44"	"s28"	"s38"	"s48"	"s49"	"s16"	"s44"	"s34"	"s26"	"s9"	"s22"	"s33"	"s24"	"s30"	false
"s38"	"s23"	"s16"	"s15"	"s47"	"s0"	"s23"	"s44"	"s24"	"s17"	"s12"	"s42"	"s11"	"s34"	"s7"	"s43"	"s24"	"s28"	"s7"	"s24"	"s25"	"s43"	"s12"	"s16"	"s18"	"s47"	"s47"	"s18"	"s8"	"s20"	"s31"	"s38"	"s45"	"s35"	"s2"	"s19"	"s20"	"s8"	"s6"	"s41"	"s2"	"s42"	"s13"	"s23"	"s40"	"s37"	"s6"	"s28"	"s45"	"s29"	false
"s0"	"s21"	"s28"	"s24"	"s9"	"s29"	"s0"	"s14"	"s8"	"s12"	"s24"	"s44"	"s0"	"s31"	"s30"	"s0"	"s35"	"s16"	"s0"	"s21"	"s20"	"s13"	"s10"	"s14"	"s23"	"s39"	"s0"	"s39"	"s10"	"s41"	"s1"	"s7"	"s8"	"s4"	"s5"	"s11"	"s21"	"s7"	"s31"	"s0"	"s13"	"s34"	"s37"	"s0"	"s21"	"s39"	"s33"	"s33"	"s47"	"s23"	false
"s39"	"s32"	"s17"	"s22"	"s6"	"s39"	"s11"	"s27"	"s0"	"s7"	"s45"	"s14"	"s12"	"s12"	"s43"	"s21"	"s48"	"s21"	"s23"	"s38"	"s28"	"s23"	"s2"	"s44"	"s9"	"s5"	"s24"	"s0"	"s13"	"s26"	"s29"	"s10"	"s29"	"s23"	"s17"	"s31"	"s44"	"s0"	"s43"	"s25"	"s46"	"s13"	"s40"	"s14"	"s10"	"s40"	"s42"	"s41"	"s42"	"s29"	true
"s44"	"s19"	"s32"	"s13"	"s5"	"s28"	"s47"	"s45"	"s19"	"s17"	"s22"	"s24"	"s22"	"s30"	"s41"	"s11"	"s46"	"s25"	"s40"	"s48"	"s40"	"s44"	"s33"	"s23"	"s6"	"s37"	"s7"	"s1"	"s43"	"s12"	"s29"	"s17"	"s12"	"s4"	"s29"	"s13"	"s45"	"s24"	"s10"	"s10"	"s33"	"s7"	"s0"	"s28"	"s6"	"s25"	"s14"	"s19"	"s44"	"s46"	false
"s48"	"s42"	"s48"	"s16"	"s33"	"s6"	"s44"	"s25"	"s37"	"s32"	"s27"	"s20"	"s3"	"s18"	"s24"	"s43"	"s6"	"s9"	"s30"	"s5"	"s43"	"s18"	"s35"	"s11"	"s22"	"s0"	"s4"	"s18"	"s8"	"s46"	"s3"	"s2"	"s11"	"s3"	"s25"	"s46"	"s9"	"s26"	"s16"	"s4"	"s27"	"s3"	"s20"	"s15"	"s37"	"s8"	"s13"	"s12"	"s40"	"s23"	true
"s28"	"s3"	"s6"	"s16"	"s7"	"s25"	"s10"	"s31"	"s5"	"s37"	"s43"	"s30"	"s31"	"s15"	"s11"	"s37"	"s25"	"s42"	"s21"	"s37"	"s9"	"s14"	"s25"	"s3"	"s19"	"s1"	"s28"	"s48"	"s18"	"s35"	"s25"	"s44"	"s25"	"s45"	"s26"	"s39"	"s3"	"s17"	"s30"	"s39"	"s47"	"s16"	"s25"	"s16"	"s23"	"s19"	"s1"	"s37"	"s9"	"s13"	true
"s47"	"s1"	"s28"	"s13"	"s35"	"s43"	"s25"	"s45"	"s49"	"s16"	"s36"	"s9"	"s20"	"s38"	"s33"	"s40"	"s24"	"s41"	"s21"	"s0"	"s48"	"s1"	"s24"	"s7"	"s21"	"s17"	"s34"	"s18"	"s25"	"s42"	"s17"	"s17"	"s26"	"s20"	"s25"	"s20"	"s10"	"s24"	"s0"	"s28"	"s6"	"s32"	"s26"	"s7"	"s29"	"s9"	"s13"	"s49"	"s39"	"s49"	true
"s3"	"s6"	"s21"	"s13"	"s22"	"s40"	"s23"	"s43"	"s12"	"s26"	"s2"	"s22"	"s47"	"s5"	"s14"	"s44"	"s34"	"s13"	"s47"	"s49"	"s32"	"s19"	"s14"	"s21"	"s31"	"s16"	"s33"	"s6"	"s13"	"s28"	"s22"	"s2"	"s3"	"s10"	"s40"	"s27"	"s45"	"s21"	"s14"	"s17"	"s47"	"s32"	"s48"	"s38"	"s28"	"s11"	"s49"	"s41"	"s42"	"s7"	false
"s47"	"s37"	"s21"	"s1"	"s21"	"s2"	"s32"	"s7"	"s6"	"s27"	"s8"	"s6"	"s7"	"s8"	"s35"	"s28"	"s38"	"s35"	"s37"	"s12"	"s11"	"s11"	"s10"	"s44"	"s2"	"s47"	"s13"	"s11"	"s49"	"s9"	"s16"	"s8"	"s13"	"s44"	"s8"	"s15"	"s1"	"s4"	"s39"	"s45"	"s2"	"s36"	"s20"	"s41"	"s34"	"s31"	"s24"	"s11"	"s49"	"s6"	true
