parents	has-nurs	form	children	housing	finance	social	health
usual	very-crit	completed	1	convenient	convenient	nonprob	not-recom
usual	very-crit	completed	1	convenient	convenient	slightly-prob	recommended
usual	very-crit	completed	1	convenient	convenient	slightly-prob	priority
usual	very-crit	completed	1	convenient	convenient	slightly-prob	not-recom
usual	very-crit	completed	1	convenient	convenient	problematic	recommended
usual	very-crit	completed	1	convenient	convenient	problematic	priority
usual	very-crit	completed	1	convenient	convenient	problematic	not-recom
usual	very-crit	completed	1	convenient	inconv	nonprob	recommended
usual	very-crit	completed	1	convenient	inconv	nonprob	priority
usual	very-crit	completed	1	convenient	inconv	nonprob	not-recom
usual	very-crit	completed	1	convenient	inconv	slightly-prob	recommended
usual	very-crit	completed	1	convenient	inconv	slightly-prob	priority
usual	very-crit	completed	1	convenient	inconv	slightly-prob	not-recom
usual	very-crit	completed	1	convenient	inconv	problematic	recommended
usual	very-crit	completed	1	convenient	inconv	problematic	priority
usual	very-crit	completed	1	convenient	inconv	problematic	not-recom
usual	very-crit	completed	1	less-conv	convenient	nonprob	recommended
usual	very-crit	completed	1	less-conv	convenient	nonprob	priority
usual	very-crit	completed	1	less-conv	convenient	nonprob	not-recom
usual	very-crit	completed	1	less-conv	convenient	slightly-prob	recommended
usual	very-crit	completed	1	less-conv	convenient	slightly-prob	priority
usual	very-crit	completed	1	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	completed	1	less-conv	convenient	problematic	recommended
usual	very-crit	completed	1	less-conv	convenient	problematic	priority
usual	very-crit	completed	1	less-conv	convenient	problematic	not-recom
usual	very-crit	completed	1	less-conv	inconv	nonprob	recommended
usual	very-crit	completed	1	less-conv	inconv	nonprob	priority
usual	very-crit	completed	1	less-conv	inconv	nonprob	not-recom
usual	very-crit	completed	1	less-conv	inconv	slightly-prob	recommended
usual	very-crit	completed	1	less-conv	inconv	slightly-prob	priority
usual	very-crit	completed	1	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	completed	1	less-conv	inconv	problematic	recommended
usual	very-crit	completed	1	less-conv	inconv	problematic	priority
usual	very-crit	completed	1	less-conv	inconv	problematic	not-recom
usual	very-crit	completed	1	critical	convenient	nonprob	recommended
usual	very-crit	completed	1	critical	convenient	nonprob	priority
usual	very-crit	completed	1	critical	convenient	nonprob	not-recom
usual	very-crit	completed	1	critical	convenient	slightly-prob	recommended
usual	very-crit	completed	1	critical	convenient	slightly-prob	priority
usual	very-crit	completed	1	critical	convenient	slightly-prob	not-recom
usual	very-crit	completed	1	critical	convenient	problematic	recommended
usual	very-crit	completed	1	critical	convenient	problematic	priority
usual	very-crit	completed	1	critical	convenient	problematic	not-recom
usual	very-crit	completed	1	critical	inconv	nonprob	recommended
usual	very-crit	completed	1	critical	inconv	nonprob	priority
usual	very-crit	completed	1	critical	inconv	nonprob	not-recom
usual	very-crit	completed	1	critical	inconv	slightly-prob	recommended
usual	very-crit	completed	1	critical	inconv	slightly-prob	priority
usual	very-crit	completed	1	critical	inconv	slightly-prob	not-recom
usual	very-crit	completed	1	critical	inconv	problematic	recommended
usual	very-crit	completed	1	critical	inconv	problematic	priority
usual	very-crit	completed	1	critical	inconv	problematic	not-recom
usual	very-crit	completed	2	convenient	convenient	nonprob	recommended
usual	very-crit	completed	2	convenient	convenient	nonprob	priority
usual	very-crit	completed	2	convenient	convenient	nonprob	not-recom
usual	very-crit	completed	2	convenient	convenient	slightly-prob	recommended
usual	very-crit	completed	2	convenient	convenient	slightly-prob	priority
usual	very-crit	completed	2	convenient	convenient	slightly-prob	not-recom
usual	very-crit	completed	2	convenient	convenient	problematic	recommended
usual	very-crit	completed	2	convenient	convenient	problematic	priority
usual	very-crit	completed	2	convenient	convenient	problematic	not-recom
usual	very-crit	completed	2	convenient	inconv	nonprob	recommended
usual	very-crit	completed	2	convenient	inconv	nonprob	priority
usual	very-crit	completed	2	convenient	inconv	nonprob	not-recom
usual	very-crit	completed	2	convenient	inconv	slightly-prob	recommended
usual	very-crit	completed	2	convenient	inconv	slightly-prob	priority
usual	very-crit	completed	2	convenient	inconv	slightly-prob	not-recom
usual	very-crit	completed	2	convenient	inconv	problematic	recommended
usual	very-crit	completed	2	convenient	inconv	problematic	priority
usual	very-crit	completed	2	convenient	inconv	problematic	not-recom
usual	very-crit	completed	2	less-conv	convenient	nonprob	recommended
usual	very-crit	completed	2	less-conv	convenient	nonprob	priority
usual	very-crit	completed	2	less-conv	convenient	nonprob	not-recom
usual	very-crit	completed	2	less-conv	convenient	slightly-prob	recommended
usual	very-crit	completed	2	less-conv	convenient	slightly-prob	priority
usual	very-crit	completed	2	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	completed	2	less-conv	convenient	problematic	recommended
usual	very-crit	completed	2	less-conv	convenient	problematic	priority
usual	very-crit	completed	2	less-conv	convenient	problematic	not-recom
usual	very-crit	completed	2	less-conv	inconv	nonprob	recommended
usual	very-crit	completed	2	less-conv	inconv	nonprob	priority
usual	very-crit	completed	2	less-conv	inconv	nonprob	not-recom
usual	very-crit	completed	2	less-conv	inconv	slightly-prob	recommended
usual	very-crit	completed	2	less-conv	inconv	slightly-prob	priority
usual	very-crit	completed	2	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	completed	2	less-conv	inconv	problematic	recommended
usual	very-crit	completed	2	less-conv	inconv	problematic	priority
usual	very-crit	completed	2	less-conv	inconv	problematic	not-recom
usual	very-crit	completed	2	critical	convenient	nonprob	recommended
usual	very-crit	completed	2	critical	convenient	nonprob	priority
usual	very-crit	completed	2	critical	convenient	nonprob	not-recom
usual	very-crit	completed	2	critical	convenient	slightly-prob	recommended
usual	very-crit	completed	2	critical	convenient	slightly-prob	priority
usual	very-crit	completed	2	critical	convenient	slightly-prob	not-recom
usual	very-crit	completed	2	critical	convenient	problematic	recommended
usual	very-crit	completed	2	critical	convenient	problematic	priority
usual	very-crit	completed	2	critical	convenient	problematic	not-recom
usual	very-crit	completed	2	critical	inconv	nonprob	recommended
usual	very-crit	completed	2	critical	inconv	nonprob	priority
usual	very-crit	completed	2	critical	inconv	nonprob	not-recom
usual	very-crit	completed	2	critical	inconv	slightly-prob	recommended
usual	very-crit	completed	2	critical	inconv	slightly-prob	priority
usual	very-crit	completed	2	critical	inconv	slightly-prob	not-recom
usual	very-crit	completed	2	critical	inconv	problematic	recommended
usual	very-crit	completed	2	critical	inconv	problematic	priority
usual	very-crit	completed	2	critical	inconv	problematic	not-recom
usual	very-crit	completed	3	convenient	convenient	nonprob	recommended
usual	very-crit	completed	3	convenient	convenient	nonprob	priority
usual	very-crit	completed	3	convenient	convenient	nonprob	not-recom
usual	very-crit	completed	3	convenient	convenient	slightly-prob	recommended
usual	very-crit	completed	3	convenient	convenient	slightly-prob	priority
usual	very-crit	completed	3	convenient	convenient	slightly-prob	not-recom
usual	very-crit	completed	3	convenient	convenient	problematic	recommended
usual	very-crit	completed	3	convenient	convenient	problematic	priority
usual	very-crit	completed	3	convenient	convenient	problematic	not-recom
usual	very-crit	completed	3	convenient	inconv	nonprob	recommended
usual	very-crit	completed	3	convenient	inconv	nonprob	priority
usual	very-crit	completed	3	convenient	inconv	nonprob	not-recom
usual	very-crit	completed	3	convenient	inconv	slightly-prob	recommended
usual	very-crit	completed	3	convenient	inconv	slightly-prob	priority
usual	very-crit	completed	3	convenient	inconv	slightly-prob	not-recom
usual	very-crit	completed	3	convenient	inconv	problematic	recommended
usual	very-crit	completed	3	convenient	inconv	problematic	priority
usual	very-crit	completed	3	convenient	inconv	problematic	not-recom
usual	very-crit	completed	3	less-conv	convenient	nonprob	recommended
usual	very-crit	completed	3	less-conv	convenient	nonprob	priority
usual	very-crit	completed	3	less-conv	convenient	nonprob	not-recom
usual	very-crit	completed	3	less-conv	convenient	slightly-prob	recommended
usual	very-crit	completed	3	less-conv	convenient	slightly-prob	priority
usual	very-crit	completed	3	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	completed	3	less-conv	convenient	problematic	recommended
usual	very-crit	completed	3	less-conv	convenient	problematic	priority
usual	very-crit	completed	3	less-conv	convenient	problematic	not-recom
usual	very-crit	completed	3	less-conv	inconv	nonprob	recommended
usual	very-crit	completed	3	less-conv	inconv	nonprob	priority
usual	very-crit	completed	3	less-conv	inconv	nonprob	not-recom
usual	very-crit	completed	3	less-conv	inconv	slightly-prob	recommended
usual	very-crit	completed	3	less-conv	inconv	slightly-prob	priority
usual	very-crit	completed	3	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	completed	3	less-conv	inconv	problematic	recommended
usual	very-crit	completed	3	less-conv	inconv	problematic	priority
usual	very-crit	completed	3	less-conv	inconv	problematic	not-recom
usual	very-crit	completed	3	critical	convenient	nonprob	recommended
usual	very-crit	completed	3	critical	convenient	nonprob	priority
usual	very-crit	completed	3	critical	convenient	nonprob	not-recom
usual	very-crit	completed	3	critical	convenient	slightly-prob	recommended
usual	very-crit	completed	3	critical	convenient	slightly-prob	priority
usual	very-crit	completed	3	critical	convenient	slightly-prob	not-recom
usual	very-crit	completed	3	critical	convenient	problematic	recommended
usual	very-crit	completed	3	critical	convenient	problematic	priority
usual	very-crit	completed	3	critical	convenient	problematic	not-recom
usual	very-crit	completed	3	critical	inconv	nonprob	recommended
usual	very-crit	completed	3	critical	inconv	nonprob	priority
usual	very-crit	completed	3	critical	inconv	nonprob	not-recom
usual	very-crit	completed	3	critical	inconv	slightly-prob	recommended
usual	very-crit	completed	3	critical	inconv	slightly-prob	priority
usual	very-crit	completed	3	critical	inconv	slightly-prob	not-recom
usual	very-crit	completed	3	critical	inconv	problematic	recommended
usual	very-crit	completed	3	critical	inconv	problematic	priority
usual	very-crit	completed	3	critical	inconv	problematic	not-recom
usual	very-crit	completed	more	convenient	convenient	nonprob	recommended
usual	very-crit	completed	more	convenient	convenient	nonprob	priority
usual	very-crit	completed	more	convenient	convenient	nonprob	not-recom
usual	very-crit	completed	more	convenient	convenient	slightly-prob	recommended
usual	very-crit	completed	more	convenient	convenient	slightly-prob	priority
usual	very-crit	completed	more	convenient	convenient	slightly-prob	not-recom
usual	very-crit	completed	more	convenient	convenient	problematic	recommended
usual	very-crit	completed	more	convenient	convenient	problematic	priority
usual	very-crit	completed	more	convenient	convenient	problematic	not-recom
usual	very-crit	completed	more	convenient	inconv	nonprob	recommended
usual	very-crit	completed	more	convenient	inconv	nonprob	priority
usual	very-crit	completed	more	convenient	inconv	nonprob	not-recom
usual	very-crit	completed	more	convenient	inconv	slightly-prob	recommended
usual	very-crit	completed	more	convenient	inconv	slightly-prob	priority
usual	very-crit	completed	more	convenient	inconv	slightly-prob	not-recom
usual	very-crit	completed	more	convenient	inconv	problematic	recommended
usual	very-crit	completed	more	convenient	inconv	problematic	priority
usual	very-crit	completed	more	convenient	inconv	problematic	not-recom
usual	very-crit	completed	more	less-conv	convenient	nonprob	recommended
usual	very-crit	completed	more	less-conv	convenient	nonprob	priority
usual	very-crit	completed	more	less-conv	convenient	nonprob	not-recom
usual	very-crit	completed	more	less-conv	convenient	slightly-prob	recommended
usual	very-crit	completed	more	less-conv	convenient	slightly-prob	priority
usual	very-crit	completed	more	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	completed	more	less-conv	convenient	problematic	recommended
usual	very-crit	completed	more	less-conv	convenient	problematic	priority
usual	very-crit	completed	more	less-conv	convenient	problematic	not-recom
usual	very-crit	completed	more	less-conv	inconv	nonprob	recommended
usual	very-crit	completed	more	less-conv	inconv	nonprob	priority
usual	very-crit	completed	more	less-conv	inconv	nonprob	not-recom
usual	very-crit	completed	more	less-conv	inconv	slightly-prob	recommended
usual	very-crit	completed	more	less-conv	inconv	slightly-prob	priority
usual	very-crit	completed	more	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	completed	more	less-conv	inconv	problematic	recommended
usual	very-crit	completed	more	less-conv	inconv	problematic	priority
usual	very-crit	completed	more	less-conv	inconv	problematic	not-recom
usual	very-crit	completed	more	critical	convenient	nonprob	recommended
usual	very-crit	completed	more	critical	convenient	nonprob	priority
usual	very-crit	completed	more	critical	convenient	nonprob	not-recom
usual	very-crit	completed	more	critical	convenient	slightly-prob	recommended
usual	very-crit	completed	more	critical	convenient	slightly-prob	priority
usual	very-crit	completed	more	critical	convenient	slightly-prob	not-recom
usual	very-crit	completed	more	critical	convenient	problematic	recommended
usual	very-crit	completed	more	critical	convenient	problematic	priority
usual	very-crit	completed	more	critical	convenient	problematic	not-recom
usual	very-crit	completed	more	critical	inconv	nonprob	recommended
usual	very-crit	completed	more	critical	inconv	nonprob	priority
usual	very-crit	completed	more	critical	inconv	nonprob	not-recom
usual	very-crit	completed	more	critical	inconv	slightly-prob	recommended
usual	very-crit	completed	more	critical	inconv	slightly-prob	priority
usual	very-crit	completed	more	critical	inconv	slightly-prob	not-recom
usual	very-crit	completed	more	critical	inconv	problematic	recommended
usual	very-crit	completed	more	critical	inconv	problematic	priority
usual	very-crit	completed	more	critical	inconv	problematic	not-recom
usual	very-crit	incomplete	1	convenient	convenient	nonprob	recommended
usual	very-crit	incomplete	1	convenient	convenient	nonprob	priority
usual	very-crit	incomplete	1	convenient	convenient	nonprob	not-recom
usual	very-crit	incomplete	1	convenient	convenient	slightly-prob	recommended
usual	very-crit	incomplete	1	convenient	convenient	slightly-prob	priority
usual	very-crit	incomplete	1	convenient	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	1	convenient	convenient	problematic	recommended
usual	very-crit	incomplete	1	convenient	convenient	problematic	priority
usual	very-crit	incomplete	1	convenient	convenient	problematic	not-recom
usual	very-crit	incomplete	1	convenient	inconv	nonprob	recommended
usual	very-crit	incomplete	1	convenient	inconv	nonprob	priority
usual	very-crit	incomplete	1	convenient	inconv	nonprob	not-recom
usual	very-crit	incomplete	1	convenient	inconv	slightly-prob	recommended
usual	very-crit	incomplete	1	convenient	inconv	slightly-prob	priority
usual	very-crit	incomplete	1	convenient	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	1	convenient	inconv	problematic	recommended
usual	very-crit	incomplete	1	convenient	inconv	problematic	priority
usual	very-crit	incomplete	1	convenient	inconv	problematic	not-recom
usual	very-crit	incomplete	1	less-conv	convenient	nonprob	recommended
usual	very-crit	incomplete	1	less-conv	convenient	nonprob	priority
usual	very-crit	incomplete	1	less-conv	convenient	nonprob	not-recom
usual	very-crit	incomplete	1	less-conv	convenient	slightly-prob	recommended
usual	very-crit	incomplete	1	less-conv	convenient	slightly-prob	priority
usual	very-crit	incomplete	1	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	1	less-conv	convenient	problematic	recommended
usual	very-crit	incomplete	1	less-conv	convenient	problematic	priority
usual	very-crit	incomplete	1	less-conv	convenient	problematic	not-recom
usual	very-crit	incomplete	1	less-conv	inconv	nonprob	recommended
usual	very-crit	incomplete	1	less-conv	inconv	nonprob	priority
usual	very-crit	incomplete	1	less-conv	inconv	nonprob	not-recom
usual	very-crit	incomplete	1	less-conv	inconv	slightly-prob	recommended
usual	very-crit	incomplete	1	less-conv	inconv	slightly-prob	priority
usual	very-crit	incomplete	1	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	1	less-conv	inconv	problematic	recommended
usual	very-crit	incomplete	1	less-conv	inconv	problematic	priority
usual	very-crit	incomplete	1	less-conv	inconv	problematic	not-recom
usual	very-crit	incomplete	1	critical	convenient	nonprob	recommended
usual	very-crit	incomplete	1	critical	convenient	nonprob	priority
usual	very-crit	incomplete	1	critical	convenient	nonprob	not-recom
usual	very-crit	incomplete	1	critical	convenient	slightly-prob	recommended
usual	very-crit	incomplete	1	critical	convenient	slightly-prob	priority
usual	very-crit	incomplete	1	critical	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	1	critical	convenient	problematic	recommended
usual	very-crit	incomplete	1	critical	convenient	problematic	priority
usual	very-crit	incomplete	1	critical	convenient	problematic	not-recom
usual	very-crit	incomplete	1	critical	inconv	nonprob	recommended
usual	very-crit	incomplete	1	critical	inconv	nonprob	priority
usual	very-crit	incomplete	1	critical	inconv	nonprob	not-recom
usual	very-crit	incomplete	1	critical	inconv	slightly-prob	recommended
usual	very-crit	incomplete	1	critical	inconv	slightly-prob	priority
usual	very-crit	incomplete	1	critical	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	1	critical	inconv	problematic	recommended
usual	very-crit	incomplete	1	critical	inconv	problematic	priority
usual	very-crit	incomplete	1	critical	inconv	problematic	not-recom
usual	very-crit	incomplete	2	convenient	convenient	nonprob	recommended
usual	very-crit	incomplete	2	convenient	convenient	nonprob	priority
usual	very-crit	incomplete	2	convenient	convenient	nonprob	not-recom
usual	very-crit	incomplete	2	convenient	convenient	slightly-prob	recommended
usual	very-crit	incomplete	2	convenient	convenient	slightly-prob	priority
usual	very-crit	incomplete	2	convenient	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	2	convenient	convenient	problematic	recommended
usual	very-crit	incomplete	2	convenient	convenient	problematic	priority
usual	very-crit	incomplete	2	convenient	convenient	problematic	not-recom
usual	very-crit	incomplete	2	convenient	inconv	nonprob	recommended
usual	very-crit	incomplete	2	convenient	inconv	nonprob	priority
usual	very-crit	incomplete	2	convenient	inconv	nonprob	not-recom
usual	very-crit	incomplete	2	convenient	inconv	slightly-prob	recommended
usual	very-crit	incomplete	2	convenient	inconv	slightly-prob	priority
usual	very-crit	incomplete	2	convenient	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	2	convenient	inconv	problematic	recommended
usual	very-crit	incomplete	2	convenient	inconv	problematic	priority
usual	very-crit	incomplete	2	convenient	inconv	problematic	not-recom
usual	very-crit	incomplete	2	less-conv	convenient	nonprob	recommended
usual	very-crit	incomplete	2	less-conv	convenient	nonprob	priority
usual	very-crit	incomplete	2	less-conv	convenient	nonprob	not-recom
usual	very-crit	incomplete	2	less-conv	convenient	slightly-prob	recommended
usual	very-crit	incomplete	2	less-conv	convenient	slightly-prob	priority
usual	very-crit	incomplete	2	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	2	less-conv	convenient	problematic	recommended
usual	very-crit	incomplete	2	less-conv	convenient	problematic	priority
usual	very-crit	incomplete	2	less-conv	convenient	problematic	not-recom
usual	very-crit	incomplete	2	less-conv	inconv	nonprob	recommended
usual	very-crit	incomplete	2	less-conv	inconv	nonprob	priority
usual	very-crit	incomplete	2	less-conv	inconv	nonprob	not-recom
usual	very-crit	incomplete	2	less-conv	inconv	slightly-prob	recommended
usual	very-crit	incomplete	2	less-conv	inconv	slightly-prob	priority
usual	very-crit	incomplete	2	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	2	less-conv	inconv	problematic	recommended
usual	very-crit	incomplete	2	less-conv	inconv	problematic	priority
usual	very-crit	incomplete	2	less-conv	inconv	problematic	not-recom
usual	very-crit	incomplete	2	critical	convenient	nonprob	recommended
usual	very-crit	incomplete	2	critical	convenient	nonprob	priority
usual	very-crit	incomplete	2	critical	convenient	nonprob	not-recom
usual	very-crit	incomplete	2	critical	convenient	slightly-prob	recommended
usual	very-crit	incomplete	2	critical	convenient	slightly-prob	priority
usual	very-crit	incomplete	2	critical	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	2	critical	convenient	problematic	recommended
usual	very-crit	incomplete	2	critical	convenient	problematic	priority
usual	very-crit	incomplete	2	critical	convenient	problematic	not-recom
usual	very-crit	incomplete	2	critical	inconv	nonprob	recommended
usual	very-crit	incomplete	2	critical	inconv	nonprob	priority
usual	very-crit	incomplete	2	critical	inconv	nonprob	not-recom
usual	very-crit	incomplete	2	critical	inconv	slightly-prob	recommended
usual	very-crit	incomplete	2	critical	inconv	slightly-prob	priority
usual	very-crit	incomplete	2	critical	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	2	critical	inconv	problematic	recommended
usual	very-crit	incomplete	2	critical	inconv	problematic	priority
usual	very-crit	incomplete	2	critical	inconv	problematic	not-recom
usual	very-crit	incomplete	3	convenient	convenient	nonprob	recommended
usual	very-crit	incomplete	3	convenient	convenient	nonprob	priority
usual	very-crit	incomplete	3	convenient	convenient	nonprob	not-recom
usual	very-crit	incomplete	3	convenient	convenient	slightly-prob	recommended
usual	very-crit	incomplete	3	convenient	convenient	slightly-prob	priority
usual	very-crit	incomplete	3	convenient	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	3	convenient	convenient	problematic	recommended
usual	very-crit	incomplete	3	convenient	convenient	problematic	priority
usual	very-crit	incomplete	3	convenient	convenient	problematic	not-recom
usual	very-crit	incomplete	3	convenient	inconv	nonprob	recommended
usual	very-crit	incomplete	3	convenient	inconv	nonprob	priority
usual	very-crit	incomplete	3	convenient	inconv	nonprob	not-recom
usual	very-crit	incomplete	3	convenient	inconv	slightly-prob	recommended
usual	very-crit	incomplete	3	convenient	inconv	slightly-prob	priority
usual	very-crit	incomplete	3	convenient	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	3	convenient	inconv	problematic	recommended
usual	very-crit	incomplete	3	convenient	inconv	problematic	priority
usual	very-crit	incomplete	3	convenient	inconv	problematic	not-recom
usual	very-crit	incomplete	3	less-conv	convenient	nonprob	recommended
usual	very-crit	incomplete	3	less-conv	convenient	nonprob	priority
usual	very-crit	incomplete	3	less-conv	convenient	nonprob	not-recom
usual	very-crit	incomplete	3	less-conv	convenient	slightly-prob	recommended
usual	very-crit	incomplete	3	less-conv	convenient	slightly-prob	priority
usual	very-crit	incomplete	3	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	3	less-conv	convenient	problematic	recommended
usual	very-crit	incomplete	3	less-conv	convenient	problematic	priority
usual	very-crit	incomplete	3	less-conv	convenient	problematic	not-recom
usual	very-crit	incomplete	3	less-conv	inconv	nonprob	recommended
usual	very-crit	incomplete	3	less-conv	inconv	nonprob	priority
usual	very-crit	incomplete	3	less-conv	inconv	nonprob	not-recom
usual	very-crit	incomplete	3	less-conv	inconv	slightly-prob	recommended
usual	very-crit	incomplete	3	less-conv	inconv	slightly-prob	priority
usual	very-crit	incomplete	3	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	3	less-conv	inconv	problematic	recommended
usual	very-crit	incomplete	3	less-conv	inconv	problematic	priority
usual	very-crit	incomplete	3	less-conv	inconv	problematic	not-recom
usual	very-crit	incomplete	3	critical	convenient	nonprob	recommended
usual	very-crit	incomplete	3	critical	convenient	nonprob	priority
usual	very-crit	incomplete	3	critical	convenient	nonprob	not-recom
usual	very-crit	incomplete	3	critical	convenient	slightly-prob	recommended
usual	very-crit	incomplete	3	critical	convenient	slightly-prob	priority
usual	very-crit	incomplete	3	critical	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	3	critical	convenient	problematic	recommended
usual	very-crit	incomplete	3	critical	convenient	problematic	priority
usual	very-crit	incomplete	3	critical	convenient	problematic	not-recom
usual	very-crit	incomplete	3	critical	inconv	nonprob	recommended
usual	very-crit	incomplete	3	critical	inconv	nonprob	priority
usual	very-crit	incomplete	3	critical	inconv	nonprob	not-recom
usual	very-crit	incomplete	3	critical	inconv	slightly-prob	recommended
usual	very-crit	incomplete	3	critical	inconv	slightly-prob	priority
usual	very-crit	incomplete	3	critical	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	3	critical	inconv	problematic	recommended
usual	very-crit	incomplete	3	critical	inconv	problematic	priority
usual	very-crit	incomplete	3	critical	inconv	problematic	not-recom
usual	very-crit	incomplete	more	convenient	convenient	nonprob	recommended
usual	very-crit	incomplete	more	convenient	convenient	nonprob	priority
usual	very-crit	incomplete	more	convenient	convenient	nonprob	not-recom
usual	very-crit	incomplete	more	convenient	convenient	slightly-prob	recommended
usual	very-crit	incomplete	more	convenient	convenient	slightly-prob	priority
usual	very-crit	incomplete	more	convenient	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	more	convenient	convenient	problematic	recommended
usual	very-crit	incomplete	more	convenient	convenient	problematic	priority
usual	very-crit	incomplete	more	convenient	convenient	problematic	not-recom
usual	very-crit	incomplete	more	convenient	inconv	nonprob	recommended
usual	very-crit	incomplete	more	convenient	inconv	nonprob	priority
usual	very-crit	incomplete	more	convenient	inconv	nonprob	not-recom
usual	very-crit	incomplete	more	convenient	inconv	slightly-prob	recommended
usual	very-crit	incomplete	more	convenient	inconv	slightly-prob	priority
usual	very-crit	incomplete	more	convenient	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	more	convenient	inconv	problematic	recommended
usual	very-crit	incomplete	more	convenient	inconv	problematic	priority
usual	very-crit	incomplete	more	convenient	inconv	problematic	not-recom
usual	very-crit	incomplete	more	less-conv	convenient	nonprob	recommended
usual	very-crit	incomplete	more	less-conv	convenient	nonprob	priority
usual	very-crit	incomplete	more	less-conv	convenient	nonprob	not-recom
usual	very-crit	incomplete	more	less-conv	convenient	slightly-prob	recommended
usual	very-crit	incomplete	more	less-conv	convenient	slightly-prob	priority
usual	very-crit	incomplete	more	less-conv	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	more	less-conv	convenient	problematic	recommended
usual	very-crit	incomplete	more	less-conv	convenient	problematic	priority
usual	very-crit	incomplete	more	less-conv	convenient	problematic	not-recom
usual	very-crit	incomplete	more	less-conv	inconv	nonprob	recommended
usual	very-crit	incomplete	more	less-conv	inconv	nonprob	priority
usual	very-crit	incomplete	more	less-conv	inconv	nonprob	not-recom
usual	very-crit	incomplete	more	less-conv	inconv	slightly-prob	recommended
usual	very-crit	incomplete	more	less-conv	inconv	slightly-prob	priority
usual	very-crit	incomplete	more	less-conv	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	more	less-conv	inconv	problematic	recommended
usual	very-crit	incomplete	more	less-conv	inconv	problematic	priority
usual	very-crit	incomplete	more	less-conv	inconv	problematic	not-recom
usual	very-crit	incomplete	more	critical	convenient	nonprob	recommended
usual	very-crit	incomplete	more	critical	convenient	nonprob	priority
usual	very-crit	incomplete	more	critical	convenient	nonprob	not-recom
usual	very-crit	incomplete	more	critical	convenient	slightly-prob	recommended
usual	very-crit	incomplete	more	critical	convenient	slightly-prob	priority
usual	very-crit	incomplete	more	critical	convenient	slightly-prob	not-recom
usual	very-crit	incomplete	more	critical	convenient	problematic	recommended
usual	very-crit	incomplete	more	critical	convenient	problematic	priority
usual	very-crit	incomplete	more	critical	convenient	problematic	not-recom
usual	very-crit	incomplete	more	critical	inconv	nonprob	recommended
usual	very-crit	incomplete	more	critical	inconv	nonprob	priority
usual	very-crit	incomplete	more	critical	inconv	nonprob	not-recom
usual	very-crit	incomplete	more	critical	inconv	slightly-prob	recommended
usual	very-crit	incomplete	more	critical	inconv	slightly-prob	priority
usual	very-crit	incomplete	more	critical	inconv	slightly-prob	not-recom
usual	very-crit	incomplete	more	critical	inconv	problematic	recommended
usual	very-crit	incomplete	more	critical	inconv	problematic	priority
usual	very-crit	incomplete	more	critical	inconv	problematic	not-recom
usual	very-crit	foster	1	convenient	convenient	nonprob	recommended
usual	very-crit	foster	1	convenient	convenient	nonprob	priority
usual	very-crit	foster	1	convenient	convenient	nonprob	not-recom
usual	very-crit	foster	1	convenient	convenient	slightly-prob	recommended
usual	very-crit	foster	1	convenient	convenient	slightly-prob	priority
usual	very-crit	foster	1	convenient	convenient	slightly-prob	not-recom
usual	very-crit	foster	1	convenient	convenient	problematic	recommended
usual	very-crit	foster	1	convenient	convenient	problematic	priority
usual	very-crit	foster	1	convenient	convenient	problematic	not-recom
usual	very-crit	foster	1	convenient	inconv	nonprob	recommended
usual	very-crit	foster	1	convenient	inconv	nonprob	priority
usual	very-crit	foster	1	convenient	inconv	nonprob	not-recom
usual	very-crit	foster	1	convenient	inconv	slightly-prob	recommended
usual	very-crit	foster	1	convenient	inconv	slightly-prob	priority
usual	very-crit	foster	1	convenient	inconv	slightly-prob	not-recom
usual	very-crit	foster	1	convenient	inconv	problematic	recommended
