%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 13:06:10 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE parents	{usual,pretentious,great-pret}
@ATTRIBUTE has-nurs	{proper,less-proper,improper,critical,very-crit}
@ATTRIBUTE form	{complete,completed,incomplete,foster}
@ATTRIBUTE children	INTEGER
@ATTRIBUTE housing	{convenient,less-conv,critical}
@ATTRIBUTE finance	{convenient,inconv}
@ATTRIBUTE social	{nonprob,slightly-prob,problematic}
@ATTRIBUTE health	{recommended,priority,not-recom}
@ATTRIBUTE Class	{false,cortana}

@DATA
usual,improper,foster,?,critical,inconv,slightly-prob,priority,cortana
usual,improper,foster,?,critical,inconv,slightly-prob,not-recom,false
usual,improper,foster,?,critical,inconv,problematic,recommended,cortana
usual,improper,foster,?,critical,inconv,problematic,priority,cortana
usual,improper,foster,?,critical,inconv,problematic,not-recom,false
usual,critical,complete,1,convenient,convenient,nonprob,recommended,cortana
usual,critical,complete,1,convenient,convenient,nonprob,priority,cortana
usual,critical,complete,1,convenient,convenient,nonprob,not-recom,false
usual,critical,complete,1,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,complete,1,convenient,convenient,slightly-prob,priority,cortana
usual,critical,complete,1,convenient,convenient,slightly-prob,not-recom,false
usual,critical,complete,1,convenient,convenient,problematic,recommended,cortana
usual,critical,complete,1,convenient,convenient,problematic,priority,cortana
usual,critical,complete,1,convenient,convenient,problematic,not-recom,false
usual,critical,complete,1,convenient,inconv,nonprob,recommended,cortana
usual,critical,complete,1,convenient,inconv,nonprob,priority,cortana
usual,critical,complete,1,convenient,inconv,nonprob,not-recom,false
usual,critical,complete,1,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,complete,1,convenient,inconv,slightly-prob,priority,cortana
usual,critical,complete,1,convenient,inconv,slightly-prob,not-recom,false
usual,critical,complete,1,convenient,inconv,problematic,recommended,cortana
usual,critical,complete,1,convenient,inconv,problematic,priority,cortana
usual,critical,complete,1,convenient,inconv,problematic,not-recom,false
usual,critical,complete,1,less-conv,convenient,nonprob,recommended,cortana
usual,critical,complete,1,less-conv,convenient,nonprob,priority,cortana
usual,critical,complete,1,less-conv,convenient,nonprob,not-recom,false
usual,critical,complete,1,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,complete,1,less-conv,convenient,slightly-prob,priority,cortana
usual,critical,complete,1,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,complete,1,less-conv,convenient,problematic,recommended,cortana
usual,critical,complete,1,less-conv,convenient,problematic,priority,cortana
usual,critical,complete,1,less-conv,convenient,problematic,not-recom,false
usual,critical,complete,1,less-conv,inconv,nonprob,recommended,cortana
usual,critical,complete,1,less-conv,inconv,nonprob,priority,cortana
usual,critical,complete,1,less-conv,inconv,nonprob,not-recom,false
usual,critical,complete,1,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,complete,1,less-conv,inconv,slightly-prob,priority,cortana
usual,critical,complete,1,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,complete,1,less-conv,inconv,problematic,recommended,cortana
usual,critical,complete,1,less-conv,inconv,problematic,priority,cortana
usual,critical,complete,1,less-conv,inconv,problematic,not-recom,false
usual,critical,complete,1,critical,convenient,nonprob,recommended,cortana
usual,critical,complete,1,critical,convenient,nonprob,priority,cortana
usual,critical,complete,1,critical,convenient,nonprob,not-recom,false
usual,critical,complete,1,critical,convenient,slightly-prob,recommended,cortana
usual,critical,complete,1,critical,convenient,slightly-prob,priority,cortana
usual,critical,complete,1,critical,convenient,slightly-prob,not-recom,false
usual,critical,complete,1,critical,convenient,problematic,recommended,cortana
usual,critical,complete,1,critical,convenient,problematic,priority,cortana
usual,critical,complete,1,critical,convenient,problematic,not-recom,false
usual,critical,complete,1,critical,inconv,nonprob,recommended,cortana
usual,critical,complete,1,critical,inconv,nonprob,priority,cortana
usual,critical,complete,1,critical,inconv,nonprob,not-recom,false
usual,critical,complete,1,critical,inconv,slightly-prob,recommended,cortana
usual,critical,complete,1,critical,inconv,slightly-prob,priority,cortana
usual,critical,complete,1,critical,inconv,slightly-prob,not-recom,false
usual,critical,complete,1,critical,inconv,problematic,recommended,cortana
usual,critical,complete,1,critical,inconv,problematic,priority,cortana
usual,critical,complete,1,critical,inconv,problematic,not-recom,false
usual,critical,complete,2,convenient,convenient,nonprob,recommended,cortana
usual,critical,complete,2,convenient,convenient,nonprob,priority,cortana
usual,critical,complete,2,convenient,convenient,nonprob,not-recom,false
usual,critical,complete,2,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,complete,2,convenient,convenient,slightly-prob,priority,cortana
usual,critical,complete,2,convenient,convenient,slightly-prob,not-recom,false
usual,critical,complete,2,convenient,convenient,problematic,recommended,cortana
usual,critical,complete,2,convenient,convenient,problematic,priority,cortana
usual,critical,complete,2,convenient,convenient,problematic,not-recom,false
usual,critical,complete,2,convenient,inconv,nonprob,recommended,cortana
usual,critical,complete,2,convenient,inconv,nonprob,priority,cortana
usual,critical,complete,2,convenient,inconv,nonprob,not-recom,false
usual,critical,complete,2,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,complete,2,convenient,inconv,slightly-prob,priority,cortana
usual,critical,complete,2,convenient,inconv,slightly-prob,not-recom,false
usual,critical,complete,2,convenient,inconv,problematic,recommended,cortana
usual,critical,complete,2,convenient,inconv,problematic,priority,cortana
usual,critical,complete,2,convenient,inconv,problematic,not-recom,false
usual,critical,complete,2,less-conv,convenient,nonprob,recommended,cortana
usual,critical,complete,2,less-conv,convenient,nonprob,priority,cortana
usual,critical,complete,2,less-conv,convenient,nonprob,not-recom,false
usual,critical,complete,2,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,complete,2,less-conv,convenient,slightly-prob,priority,cortana
usual,critical,complete,2,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,complete,2,less-conv,convenient,problematic,recommended,cortana
usual,critical,complete,2,less-conv,convenient,problematic,priority,cortana
usual,critical,complete,2,less-conv,convenient,problematic,not-recom,false
usual,critical,complete,2,less-conv,inconv,nonprob,recommended,cortana
usual,critical,complete,2,less-conv,inconv,nonprob,priority,cortana
usual,critical,complete,2,less-conv,inconv,nonprob,not-recom,false
usual,critical,complete,2,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,complete,2,less-conv,inconv,slightly-prob,priority,cortana
usual,critical,complete,2,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,complete,2,less-conv,inconv,problematic,recommended,cortana
usual,critical,complete,2,less-conv,inconv,problematic,priority,cortana
usual,critical,complete,2,less-conv,inconv,problematic,not-recom,false
usual,critical,complete,2,critical,convenient,nonprob,recommended,cortana
usual,critical,complete,2,critical,convenient,nonprob,priority,false
usual,critical,complete,2,critical,convenient,nonprob,not-recom,false
usual,critical,complete,2,critical,convenient,slightly-prob,recommended,cortana
usual,critical,complete,2,critical,convenient,slightly-prob,priority,false
usual,critical,complete,2,critical,convenient,slightly-prob,not-recom,false
usual,critical,complete,2,critical,convenient,problematic,recommended,false
usual,critical,complete,2,critical,convenient,problematic,priority,false
usual,critical,complete,2,critical,convenient,problematic,not-recom,false
usual,critical,complete,2,critical,inconv,nonprob,recommended,cortana
usual,critical,complete,2,critical,inconv,nonprob,priority,false
usual,critical,complete,2,critical,inconv,nonprob,not-recom,false
usual,critical,complete,2,critical,inconv,slightly-prob,recommended,cortana
usual,critical,complete,2,critical,inconv,slightly-prob,priority,false
usual,critical,complete,2,critical,inconv,slightly-prob,not-recom,false
usual,critical,complete,2,critical,inconv,problematic,recommended,false
usual,critical,complete,2,critical,inconv,problematic,priority,false
usual,critical,complete,2,critical,inconv,problematic,not-recom,false
usual,critical,complete,3,convenient,convenient,nonprob,recommended,cortana
usual,critical,complete,3,convenient,convenient,nonprob,priority,cortana
usual,critical,complete,3,convenient,convenient,nonprob,not-recom,false
usual,critical,complete,3,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,complete,3,convenient,convenient,slightly-prob,priority,cortana
usual,critical,complete,3,convenient,convenient,slightly-prob,not-recom,false
usual,critical,complete,3,convenient,convenient,problematic,recommended,cortana
usual,critical,complete,3,convenient,convenient,problematic,priority,cortana
usual,critical,complete,3,convenient,convenient,problematic,not-recom,false
usual,critical,complete,3,convenient,inconv,nonprob,recommended,cortana
usual,critical,complete,3,convenient,inconv,nonprob,priority,false
usual,critical,complete,3,convenient,inconv,nonprob,not-recom,false
usual,critical,complete,3,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,complete,3,convenient,inconv,slightly-prob,priority,false
usual,critical,complete,3,convenient,inconv,slightly-prob,not-recom,false
usual,critical,complete,3,convenient,inconv,problematic,recommended,false
usual,critical,complete,3,convenient,inconv,problematic,priority,false
usual,critical,complete,3,convenient,inconv,problematic,not-recom,false
usual,critical,complete,3,less-conv,convenient,nonprob,recommended,cortana
usual,critical,complete,3,less-conv,convenient,nonprob,priority,false
usual,critical,complete,3,less-conv,convenient,nonprob,not-recom,false
usual,critical,complete,3,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,complete,3,less-conv,convenient,slightly-prob,priority,false
usual,critical,complete,3,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,complete,3,less-conv,convenient,problematic,recommended,false
usual,critical,complete,3,less-conv,convenient,problematic,priority,false
usual,critical,complete,3,less-conv,convenient,problematic,not-recom,false
usual,critical,complete,3,less-conv,inconv,nonprob,recommended,cortana
usual,critical,complete,3,less-conv,inconv,nonprob,priority,false
usual,critical,complete,3,less-conv,inconv,nonprob,not-recom,false
usual,critical,complete,3,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,complete,3,less-conv,inconv,slightly-prob,priority,false
usual,critical,complete,3,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,complete,3,less-conv,inconv,problematic,recommended,false
usual,critical,complete,3,less-conv,inconv,problematic,priority,false
usual,critical,complete,3,less-conv,inconv,problematic,not-recom,false
usual,critical,complete,3,critical,convenient,nonprob,recommended,cortana
usual,critical,complete,3,critical,convenient,nonprob,priority,false
usual,critical,complete,3,critical,convenient,nonprob,not-recom,false
usual,critical,complete,3,critical,convenient,slightly-prob,recommended,cortana
usual,critical,complete,3,critical,convenient,slightly-prob,priority,false
usual,critical,complete,3,critical,convenient,slightly-prob,not-recom,false
usual,critical,complete,3,critical,convenient,problematic,recommended,false
usual,critical,complete,3,critical,convenient,problematic,priority,false
usual,critical,complete,3,critical,convenient,problematic,not-recom,false
usual,critical,complete,3,critical,inconv,nonprob,recommended,cortana
usual,critical,complete,3,critical,inconv,nonprob,priority,false
usual,critical,complete,3,critical,inconv,nonprob,not-recom,false
usual,critical,complete,3,critical,inconv,slightly-prob,recommended,cortana
usual,critical,complete,3,critical,inconv,slightly-prob,priority,false
usual,critical,complete,3,critical,inconv,slightly-prob,not-recom,false
usual,critical,complete,3,critical,inconv,problematic,recommended,false
usual,critical,complete,3,critical,inconv,problematic,priority,false
usual,critical,complete,3,critical,inconv,problematic,not-recom,false
usual,critical,complete,?,convenient,convenient,nonprob,recommended,cortana
usual,critical,complete,?,convenient,convenient,nonprob,priority,cortana
usual,critical,complete,?,convenient,convenient,nonprob,not-recom,false
usual,critical,complete,?,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,complete,?,convenient,convenient,slightly-prob,priority,cortana
usual,critical,complete,?,convenient,convenient,slightly-prob,not-recom,false
usual,critical,complete,?,convenient,convenient,problematic,recommended,cortana
usual,critical,complete,?,convenient,convenient,problematic,priority,cortana
usual,critical,complete,?,convenient,convenient,problematic,not-recom,false
usual,critical,complete,?,convenient,inconv,nonprob,recommended,cortana
usual,critical,complete,?,convenient,inconv,nonprob,priority,false
usual,critical,complete,?,convenient,inconv,nonprob,not-recom,false
usual,critical,complete,?,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,complete,?,convenient,inconv,slightly-prob,priority,false
usual,critical,complete,?,convenient,inconv,slightly-prob,not-recom,false
usual,critical,complete,?,convenient,inconv,problematic,recommended,false
usual,critical,complete,?,convenient,inconv,problematic,priority,false
usual,critical,complete,?,convenient,inconv,problematic,not-recom,false
usual,critical,complete,?,less-conv,convenient,nonprob,recommended,cortana
usual,critical,complete,?,less-conv,convenient,nonprob,priority,false
usual,critical,complete,?,less-conv,convenient,nonprob,not-recom,false
usual,critical,complete,?,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,complete,?,less-conv,convenient,slightly-prob,priority,false
usual,critical,complete,?,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,complete,?,less-conv,convenient,problematic,recommended,false
usual,critical,complete,?,less-conv,convenient,problematic,priority,false
usual,critical,complete,?,less-conv,convenient,problematic,not-recom,false
usual,critical,complete,?,less-conv,inconv,nonprob,recommended,cortana
usual,critical,complete,?,less-conv,inconv,nonprob,priority,false
usual,critical,complete,?,less-conv,inconv,nonprob,not-recom,false
usual,critical,complete,?,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,complete,?,less-conv,inconv,slightly-prob,priority,false
usual,critical,complete,?,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,complete,?,less-conv,inconv,problematic,recommended,false
usual,critical,complete,?,less-conv,inconv,problematic,priority,false
usual,critical,complete,?,less-conv,inconv,problematic,not-recom,false
usual,critical,complete,?,critical,convenient,nonprob,recommended,cortana
usual,critical,complete,?,critical,convenient,nonprob,priority,false
usual,critical,complete,?,critical,convenient,nonprob,not-recom,false
usual,critical,complete,?,critical,convenient,slightly-prob,recommended,cortana
usual,critical,complete,?,critical,convenient,slightly-prob,priority,false
usual,critical,complete,?,critical,convenient,slightly-prob,not-recom,false
usual,critical,complete,?,critical,convenient,problematic,recommended,false
usual,critical,complete,?,critical,convenient,problematic,priority,false
usual,critical,complete,?,critical,convenient,problematic,not-recom,false
usual,critical,complete,?,critical,inconv,nonprob,recommended,cortana
usual,critical,complete,?,critical,inconv,nonprob,priority,false
usual,critical,complete,?,critical,inconv,nonprob,not-recom,false
usual,critical,complete,?,critical,inconv,slightly-prob,recommended,cortana
usual,critical,complete,?,critical,inconv,slightly-prob,priority,false
usual,critical,complete,?,critical,inconv,slightly-prob,not-recom,false
usual,critical,complete,?,critical,inconv,problematic,recommended,false
usual,critical,complete,?,critical,inconv,problematic,priority,false
usual,critical,complete,?,critical,inconv,problematic,not-recom,false
usual,critical,completed,1,convenient,convenient,nonprob,recommended,cortana
usual,critical,completed,1,convenient,convenient,nonprob,priority,cortana
usual,critical,completed,1,convenient,convenient,nonprob,not-recom,false
usual,critical,completed,1,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,completed,1,convenient,convenient,slightly-prob,priority,cortana
usual,critical,completed,1,convenient,convenient,slightly-prob,not-recom,false
usual,critical,completed,1,convenient,convenient,problematic,recommended,cortana
usual,critical,completed,1,convenient,convenient,problematic,priority,cortana
usual,critical,completed,1,convenient,convenient,problematic,not-recom,false
usual,critical,completed,1,convenient,inconv,nonprob,recommended,cortana
usual,critical,completed,1,convenient,inconv,nonprob,priority,cortana
usual,critical,completed,1,convenient,inconv,nonprob,not-recom,false
usual,critical,completed,1,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,completed,1,convenient,inconv,slightly-prob,priority,cortana
usual,critical,completed,1,convenient,inconv,slightly-prob,not-recom,false
usual,critical,completed,1,convenient,inconv,problematic,recommended,cortana
usual,critical,completed,1,convenient,inconv,problematic,priority,cortana
usual,critical,completed,1,convenient,inconv,problematic,not-recom,false
usual,critical,completed,1,less-conv,convenient,nonprob,recommended,cortana
usual,critical,completed,1,less-conv,convenient,nonprob,priority,cortana
usual,critical,completed,1,less-conv,convenient,nonprob,not-recom,false
usual,critical,completed,1,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,completed,1,less-conv,convenient,slightly-prob,priority,cortana
usual,critical,completed,1,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,completed,1,less-conv,convenient,problematic,recommended,cortana
usual,critical,completed,1,less-conv,convenient,problematic,priority,cortana
usual,critical,completed,1,less-conv,convenient,problematic,not-recom,false
usual,critical,completed,1,less-conv,inconv,nonprob,recommended,cortana
usual,critical,completed,1,less-conv,inconv,nonprob,priority,cortana
usual,critical,completed,1,less-conv,inconv,nonprob,not-recom,false
usual,critical,completed,1,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,completed,1,less-conv,inconv,slightly-prob,priority,cortana
usual,critical,completed,1,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,completed,1,less-conv,inconv,problematic,recommended,cortana
usual,critical,completed,1,less-conv,inconv,problematic,priority,cortana
usual,critical,completed,1,less-conv,inconv,problematic,not-recom,false
usual,critical,completed,1,critical,convenient,nonprob,recommended,cortana
usual,critical,completed,1,critical,convenient,nonprob,priority,false
usual,critical,completed,1,critical,convenient,nonprob,not-recom,false
usual,critical,completed,1,critical,convenient,slightly-prob,recommended,cortana
usual,critical,completed,1,critical,convenient,slightly-prob,priority,false
usual,critical,completed,1,critical,convenient,slightly-prob,not-recom,false
usual,critical,completed,1,critical,convenient,problematic,recommended,false
usual,critical,completed,1,critical,convenient,problematic,priority,false
usual,critical,completed,1,critical,convenient,problematic,not-recom,false
usual,critical,completed,1,critical,inconv,nonprob,recommended,cortana
usual,critical,completed,1,critical,inconv,nonprob,priority,false
usual,critical,completed,1,critical,inconv,nonprob,not-recom,false
usual,critical,completed,1,critical,inconv,slightly-prob,recommended,cortana
usual,critical,completed,1,critical,inconv,slightly-prob,priority,false
usual,critical,completed,1,critical,inconv,slightly-prob,not-recom,false
usual,critical,completed,1,critical,inconv,problematic,recommended,false
usual,critical,completed,1,critical,inconv,problematic,priority,false
usual,critical,completed,1,critical,inconv,problematic,not-recom,false
usual,critical,completed,2,convenient,convenient,nonprob,recommended,cortana
usual,critical,completed,2,convenient,convenient,nonprob,priority,cortana
usual,critical,completed,2,convenient,convenient,nonprob,not-recom,false
usual,critical,completed,2,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,completed,2,convenient,convenient,slightly-prob,priority,cortana
usual,critical,completed,2,convenient,convenient,slightly-prob,not-recom,false
usual,critical,completed,2,convenient,convenient,problematic,recommended,cortana
usual,critical,completed,2,convenient,convenient,problematic,priority,cortana
usual,critical,completed,2,convenient,convenient,problematic,not-recom,false
usual,critical,completed,2,convenient,inconv,nonprob,recommended,cortana
usual,critical,completed,2,convenient,inconv,nonprob,priority,cortana
usual,critical,completed,2,convenient,inconv,nonprob,not-recom,false
usual,critical,completed,2,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,completed,2,convenient,inconv,slightly-prob,priority,cortana
usual,critical,completed,2,convenient,inconv,slightly-prob,not-recom,false
usual,critical,completed,2,convenient,inconv,problematic,recommended,cortana
usual,critical,completed,2,convenient,inconv,problematic,priority,cortana
usual,critical,completed,2,convenient,inconv,problematic,not-recom,false
usual,critical,completed,2,less-conv,convenient,nonprob,recommended,cortana
usual,critical,completed,2,less-conv,convenient,nonprob,priority,cortana
usual,critical,completed,2,less-conv,convenient,nonprob,not-recom,false
usual,critical,completed,2,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,completed,2,less-conv,convenient,slightly-prob,priority,cortana
usual,critical,completed,2,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,completed,2,less-conv,convenient,problematic,recommended,cortana
usual,critical,completed,2,less-conv,convenient,problematic,priority,cortana
usual,critical,completed,2,less-conv,convenient,problematic,not-recom,false
usual,critical,completed,2,less-conv,inconv,nonprob,recommended,cortana
usual,critical,completed,2,less-conv,inconv,nonprob,priority,cortana
usual,critical,completed,2,less-conv,inconv,nonprob,not-recom,false
usual,critical,completed,2,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,completed,2,less-conv,inconv,slightly-prob,priority,cortana
usual,critical,completed,2,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,completed,2,less-conv,inconv,problematic,recommended,cortana
usual,critical,completed,2,less-conv,inconv,problematic,priority,cortana
usual,critical,completed,2,less-conv,inconv,problematic,not-recom,false
usual,critical,completed,2,critical,convenient,nonprob,recommended,cortana
usual,critical,completed,2,critical,convenient,nonprob,priority,false
usual,critical,completed,2,critical,convenient,nonprob,not-recom,false
usual,critical,completed,2,critical,convenient,slightly-prob,recommended,cortana
usual,critical,completed,2,critical,convenient,slightly-prob,priority,false
usual,critical,completed,2,critical,convenient,slightly-prob,not-recom,false
usual,critical,completed,2,critical,convenient,problematic,recommended,false
usual,critical,completed,2,critical,convenient,problematic,priority,false
usual,critical,completed,2,critical,convenient,problematic,not-recom,false
usual,critical,completed,2,critical,inconv,nonprob,recommended,cortana
usual,critical,completed,2,critical,inconv,nonprob,priority,false
usual,critical,completed,2,critical,inconv,nonprob,not-recom,false
usual,critical,completed,2,critical,inconv,slightly-prob,recommended,cortana
usual,critical,completed,2,critical,inconv,slightly-prob,priority,false
usual,critical,completed,2,critical,inconv,slightly-prob,not-recom,false
usual,critical,completed,2,critical,inconv,problematic,recommended,false
usual,critical,completed,2,critical,inconv,problematic,priority,false
usual,critical,completed,2,critical,inconv,problematic,not-recom,false
usual,critical,completed,3,convenient,convenient,nonprob,recommended,cortana
usual,critical,completed,3,convenient,convenient,nonprob,priority,cortana
usual,critical,completed,3,convenient,convenient,nonprob,not-recom,false
usual,critical,completed,3,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,completed,3,convenient,convenient,slightly-prob,priority,cortana
usual,critical,completed,3,convenient,convenient,slightly-prob,not-recom,false
usual,critical,completed,3,convenient,convenient,problematic,recommended,cortana
usual,critical,completed,3,convenient,convenient,problematic,priority,cortana
usual,critical,completed,3,convenient,convenient,problematic,not-recom,false
usual,critical,completed,3,convenient,inconv,nonprob,recommended,cortana
usual,critical,completed,3,convenient,inconv,nonprob,priority,false
usual,critical,completed,3,convenient,inconv,nonprob,not-recom,false
usual,critical,completed,3,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,completed,3,convenient,inconv,slightly-prob,priority,false
usual,critical,completed,3,convenient,inconv,slightly-prob,not-recom,false
usual,critical,completed,3,convenient,inconv,problematic,recommended,false
usual,critical,completed,3,convenient,inconv,problematic,priority,false
usual,critical,completed,3,convenient,inconv,problematic,not-recom,false
usual,critical,completed,3,less-conv,convenient,nonprob,recommended,cortana
usual,critical,completed,3,less-conv,convenient,nonprob,priority,false
usual,critical,completed,3,less-conv,convenient,nonprob,not-recom,false
usual,critical,completed,3,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,completed,3,less-conv,convenient,slightly-prob,priority,false
usual,critical,completed,3,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,completed,3,less-conv,convenient,problematic,recommended,false
usual,critical,completed,3,less-conv,convenient,problematic,priority,false
usual,critical,completed,3,less-conv,convenient,problematic,not-recom,false
usual,critical,completed,3,less-conv,inconv,nonprob,recommended,cortana
usual,critical,completed,3,less-conv,inconv,nonprob,priority,false
usual,critical,completed,3,less-conv,inconv,nonprob,not-recom,false
usual,critical,completed,3,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,completed,3,less-conv,inconv,slightly-prob,priority,false
usual,critical,completed,3,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,completed,3,less-conv,inconv,problematic,recommended,false
usual,critical,completed,3,less-conv,inconv,problematic,priority,false
usual,critical,completed,3,less-conv,inconv,problematic,not-recom,false
usual,critical,completed,3,critical,convenient,nonprob,recommended,cortana
usual,critical,completed,3,critical,convenient,nonprob,priority,false
usual,critical,completed,3,critical,convenient,nonprob,not-recom,false
usual,critical,completed,3,critical,convenient,slightly-prob,recommended,cortana
usual,critical,completed,3,critical,convenient,slightly-prob,priority,false
usual,critical,completed,3,critical,convenient,slightly-prob,not-recom,false
usual,critical,completed,3,critical,convenient,problematic,recommended,false
usual,critical,completed,3,critical,convenient,problematic,priority,false
usual,critical,completed,3,critical,convenient,problematic,not-recom,false
usual,critical,completed,3,critical,inconv,nonprob,recommended,cortana
usual,critical,completed,3,critical,inconv,nonprob,priority,false
usual,critical,completed,3,critical,inconv,nonprob,not-recom,false
usual,critical,completed,3,critical,inconv,slightly-prob,recommended,cortana
usual,critical,completed,3,critical,inconv,slightly-prob,priority,false
usual,critical,completed,3,critical,inconv,slightly-prob,not-recom,false
usual,critical,completed,3,critical,inconv,problematic,recommended,false
usual,critical,completed,3,critical,inconv,problematic,priority,false
usual,critical,completed,3,critical,inconv,problematic,not-recom,false
usual,critical,completed,?,convenient,convenient,nonprob,recommended,cortana
usual,critical,completed,?,convenient,convenient,nonprob,priority,cortana
usual,critical,completed,?,convenient,convenient,nonprob,not-recom,false
usual,critical,completed,?,convenient,convenient,slightly-prob,recommended,cortana
usual,critical,completed,?,convenient,convenient,slightly-prob,priority,cortana
usual,critical,completed,?,convenient,convenient,slightly-prob,not-recom,false
usual,critical,completed,?,convenient,convenient,problematic,recommended,cortana
usual,critical,completed,?,convenient,convenient,problematic,priority,cortana
usual,critical,completed,?,convenient,convenient,problematic,not-recom,false
usual,critical,completed,?,convenient,inconv,nonprob,recommended,cortana
usual,critical,completed,?,convenient,inconv,nonprob,priority,false
usual,critical,completed,?,convenient,inconv,nonprob,not-recom,false
usual,critical,completed,?,convenient,inconv,slightly-prob,recommended,cortana
usual,critical,completed,?,convenient,inconv,slightly-prob,priority,false
usual,critical,completed,?,convenient,inconv,slightly-prob,not-recom,false
usual,critical,completed,?,convenient,inconv,problematic,recommended,false
usual,critical,completed,?,convenient,inconv,problematic,priority,false
usual,critical,completed,?,convenient,inconv,problematic,not-recom,false
usual,critical,completed,?,less-conv,convenient,nonprob,recommended,cortana
usual,critical,completed,?,less-conv,convenient,nonprob,priority,false
usual,critical,completed,?,less-conv,convenient,nonprob,not-recom,false
usual,critical,completed,?,less-conv,convenient,slightly-prob,recommended,cortana
usual,critical,completed,?,less-conv,convenient,slightly-prob,priority,false
usual,critical,completed,?,less-conv,convenient,slightly-prob,not-recom,false
usual,critical,completed,?,less-conv,convenient,problematic,recommended,false
usual,critical,completed,?,less-conv,convenient,problematic,priority,false
usual,critical,completed,?,less-conv,convenient,problematic,not-recom,false
usual,critical,completed,?,less-conv,inconv,nonprob,recommended,cortana
usual,critical,completed,?,less-conv,inconv,nonprob,priority,false
usual,critical,completed,?,less-conv,inconv,nonprob,not-recom,false
usual,critical,completed,?,less-conv,inconv,slightly-prob,recommended,cortana
usual,critical,completed,?,less-conv,inconv,slightly-prob,priority,false
usual,critical,completed,?,less-conv,inconv,slightly-prob,not-recom,false
usual,critical,completed,?,less-conv,inconv,problematic,recommended,false
usual,critical,completed,?,less-conv,inconv,problematic,priority,false
usual,critical,completed,?,less-conv,inconv,problematic,not-recom,false
usual,critical,completed,?,critical,convenient,nonprob,recommended,cortana
usual,critical,completed,?,critical,convenient,nonprob,priority,false
usual,critical,completed,?,critical,convenient,nonprob,not-recom,false
usual,critical,completed,?,critical,convenient,slightly-prob,recommended,cortana
usual,critical,completed,?,critical,convenient,slightly-prob,priority,false
usual,critical,completed,?,critical,convenient,slightly-prob,not-recom,false
usual,critical,completed,?,critical,convenient,problematic,recommended,false
usual,critical,completed,?,critical,convenient,problematic,priority,false
usual,critical,completed,?,critical,convenient,problematic,not-recom,false
usual,critical,completed,?,critical,inconv,nonprob,recommended,cortana
usual,critical,completed,?,critical,inconv,nonprob,priority,false
usual,critical,completed,?,critical,inconv,nonprob,not-recom,false
usual,critical,completed,?,critical,inconv,slightly-prob,recommended,cortana
usual,critical,completed,?,critical,inconv,slightly-prob,priority,false
usual,critical,completed,?,critical,inconv,slightly-prob,not-recom,false
usual,critical,completed,?,critical,inconv,problematic,recommended,false
usual,critical,completed,?,critical,inconv,problematic,priority,false
usual,critical,completed,?,critical,inconv,problematic,not-recom,false
usual,critical,incomplete,1,convenient,convenient,nonprob,recommended,cortana
usual,critical,incomplete,1,convenient,convenient,nonprob,priority,cortana
