%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 10:41:11 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE att0	STRING
@ATTRIBUTE att1	STRING
@ATTRIBUTE att2	STRING
@ATTRIBUTE att3	STRING
@ATTRIBUTE att4	STRING
@ATTRIBUTE att5	STRING
@ATTRIBUTE att6	STRING
@ATTRIBUTE att7	STRING
@ATTRIBUTE att8	STRING
@ATTRIBUTE att9	STRING
@ATTRIBUTE Class	{cortana,false}

@DATA
s94,s101,s161,s128,s80,s148,s112,s90,s136,s181,cortana
s22,s134,s154,s199,s73,s84,s135,s164,s20,s159,cortana
s77,s18,s77,s10,s29,s26,s136,s174,s63,s43,false
s126,s119,s151,s127,s71,s47,s79,s132,s51,s124,cortana
s18,s19,s94,s136,s22,s57,s53,s7,s60,s103,cortana
s123,s36,s116,s193,s95,s135,s30,s119,s68,s75,false
s126,s76,s75,s146,s165,s17,s44,s170,s39,s154,false
s115,s56,s86,s32,s161,s135,s26,s189,s124,s182,false
s98,s105,s41,s186,s28,s128,s157,s40,s67,s191,false
s192,s177,s182,s17,s34,s126,s30,s95,s173,s119,cortana
s178,s165,s142,s191,s148,s48,s163,s123,s166,s193,false
s52,s147,s130,s52,s15,s116,s158,s186,s165,s44,cortana
s15,s89,s63,s53,s90,s160,s160,s101,s45,s107,cortana
s47,s75,s6,s63,s167,s115,s10,s54,s118,s9,false
s174,s151,s143,s92,s174,s151,s42,s42,s160,s29,cortana
s133,s166,s44,s126,s19,s15,s38,s136,s76,s83,cortana
s194,s41,s191,s33,s160,s5,s156,s123,s155,s12,cortana
s54,s109,s103,s36,s65,s147,s0,s40,s177,s187,false
s31,s74,s101,s67,s19,s127,s164,s75,s99,s32,cortana
s89,s149,s193,s101,s77,s98,s184,s29,s186,s69,cortana
s147,s184,s3,s8,s104,s88,s76,s197,s184,s130,cortana
s99,s34,s66,s17,s136,s3,s29,s102,s100,s24,false
s140,s167,s82,s186,s168,s113,s162,s157,s98,s111,false
s131,s104,s28,s117,s190,s60,s107,s12,s12,s180,false
s88,s162,s108,s29,s54,s12,s106,s188,s145,s197,cortana
s68,s136,s179,s88,s27,s119,s98,s196,s40,s160,false
s194,s187,s186,s39,s197,s160,s35,s127,s191,s169,cortana
s163,s26,s58,s49,s81,s25,s14,s89,s44,s60,false
s49,s2,s110,s44,s155,s125,s61,s144,s127,s11,false
s156,s60,s10,s82,s163,s75,s62,s31,s163,s28,cortana
s88,s177,s154,s182,s88,s72,s172,s160,s172,s198,cortana
s167,s89,s78,s57,s123,s72,s51,s28,s198,s30,false
s47,s194,s39,s91,s109,s10,s194,s197,s165,s167,false
s122,s197,s2,s156,s1,s26,s17,s180,s12,s161,false
s168,s150,s38,s2,s82,s42,s101,s161,s83,s191,false
s196,s162,s23,s131,s153,s121,s7,s88,s153,s171,cortana
s74,s184,s151,s189,s40,s186,s76,s4,s196,s180,cortana
s65,s130,s66,s14,s76,s100,s174,s39,s68,s188,false
s37,s158,s122,s140,s186,s48,s41,s175,s199,s181,cortana
s49,s19,s155,s92,s8,s127,s18,s141,s41,s186,cortana
s132,s34,s168,s10,s4,s41,s108,s170,s133,s55,cortana
s136,s173,s179,s138,s197,s118,s129,s183,s76,s4,cortana
s182,s53,s150,s140,s195,s98,s46,s138,s40,s22,false
s65,s94,s54,s21,s95,s54,s30,s125,s18,s174,cortana
s179,s177,s196,s10,s3,s137,s28,s68,s120,s54,false
s3,s119,s47,s41,s48,s23,s176,s46,s137,s159,false
s29,s35,s86,s145,s197,s65,s43,s148,s174,s179,cortana
s83,s189,s183,s111,s0,s141,s23,s123,s5,s65,false
s48,s152,s180,s41,s72,s107,s32,s199,s155,s97,false
s162,s112,s21,s73,s80,s52,s196,s156,s12,s12,false
s194,s95,s90,s77,s158,s195,s142,s147,s129,s154,false
s121,s89,s104,s54,s44,s5,s103,s149,s39,s188,cortana
s117,s104,s159,s101,s160,s15,s48,s132,s24,s199,false
s198,s70,s67,s105,s170,s65,s6,s57,s161,s140,cortana
s68,s45,s166,s139,s105,s51,s68,s74,s193,s128,false
s40,s49,s169,s128,s36,s76,s50,s98,s186,s154,cortana
s170,s33,s43,s34,s192,s172,s43,s138,s19,s34,cortana
s189,s112,s35,s189,s141,s132,s53,s101,s174,s54,false
s31,s6,s22,s82,s194,s167,s165,s48,s153,s35,cortana
s145,s85,s27,s120,s192,s114,s73,s142,s115,s13,cortana
s112,s94,s19,s49,s38,s193,s15,s41,s139,s177,cortana
s158,s31,s49,s157,s102,s48,s151,s22,s46,s13,false
s135,s147,s151,s39,s137,s131,s64,s112,s15,s64,false
s95,s87,s121,s158,s123,s75,s30,s98,s154,s120,false
s168,s115,s47,s125,s85,s141,s21,s58,s138,s199,false
s38,s16,s171,s57,s199,s156,s131,s197,s8,s93,cortana
s98,s25,s77,s102,s24,s197,s35,s113,s14,s192,cortana
s52,s193,s16,s107,s22,s19,s92,s71,s96,s93,false
s41,s134,s146,s10,s188,s69,s112,s34,s163,s45,cortana
s144,s138,s146,s182,s96,s38,s75,s49,s154,s36,false
s6,s43,s109,s14,s47,s18,s50,s110,s132,s12,cortana
s79,s145,s186,s62,s72,s63,s21,s132,s95,s96,false
s45,s174,s148,s82,s144,s131,s148,s67,s190,s172,cortana
s147,s49,s6,s128,s128,s168,s51,s29,s138,s30,false
s77,s67,s121,s134,s11,s31,s90,s112,s16,s124,cortana
s6,s69,s174,s101,s98,s71,s56,s168,s69,s41,cortana
s139,s24,s67,s9,s30,s141,s126,s84,s146,s194,false
s106,s112,s134,s144,s10,s101,s9,s178,s117,s24,cortana
s160,s84,s1,s109,s155,s72,s24,s56,s172,s148,cortana
s160,s113,s13,s144,s173,s12,s44,s60,s8,s93,false
s174,s184,s86,s55,s15,s94,s109,s132,s53,s156,false
s125,s177,s189,s154,s8,s3,s29,s91,s54,s8,false
s154,s186,s125,s162,s86,s189,s116,s167,s85,s16,cortana
s54,s53,s12,s125,s133,s65,s142,s98,s160,s99,cortana
s193,s96,s79,s178,s71,s62,s6,s198,s181,s184,cortana
s10,s16,s156,s84,s103,s3,s101,s34,s166,s80,cortana
s151,s15,s150,s187,s148,s62,s41,s85,s69,s111,false
s7,s71,s192,s185,s56,s44,s13,s91,s97,s93,false
s0,s144,s89,s122,s96,s150,s13,s40,s90,s119,false
s95,s87,s193,s38,s115,s129,s96,s20,s185,s43,cortana
s43,s40,s186,s64,s111,s25,s21,s144,s139,s186,false
s29,s76,s134,s122,s89,s50,s17,s131,s71,s101,false
s160,s111,s46,s79,s26,s140,s31,s87,s112,s125,false
s115,s32,s15,s20,s69,s48,s26,s190,s105,s110,false
s103,s36,s34,s136,s137,s62,s147,s72,s76,s40,false
s76,s26,s18,s187,s137,s178,s80,s35,s197,s40,false
s14,s89,s102,s152,s173,s134,s100,s150,s80,s52,cortana
s62,s134,s142,s0,s77,s72,s51,s195,s63,s147,false
s172,s132,s69,s130,s83,s4,s16,s77,s3,s147,false
s51,s84,s51,s61,s177,s21,s98,s111,s199,s143,cortana
s191,s32,s106,s69,s165,s13,s160,s96,s95,s65,cortana
s79,s107,s190,s87,s168,s117,s71,s120,s153,s78,cortana
s193,s5,s53,s59,s82,s121,s131,s126,s156,s151,false
s119,s101,s118,s107,s155,s3,s69,s38,s76,s45,cortana
s161,s25,s146,s164,s196,s176,s64,s54,s163,s96,false
s55,s99,s121,s124,s88,s80,s95,s36,s77,s128,cortana
s189,s193,s193,s32,s142,s0,s147,s65,s154,s78,cortana
s80,s176,s194,s26,s144,s42,s116,s85,s197,s77,false
s71,s66,s195,s128,s118,s194,s158,s169,s66,s185,cortana
s93,s106,s70,s131,s195,s20,s123,s41,s84,s75,cortana
s136,s29,s198,s102,s199,s151,s92,s118,s53,s113,cortana
s21,s141,s88,s111,s99,s120,s199,s31,s40,s81,cortana
s53,s44,s45,s37,s43,s122,s197,s119,s112,s65,false
s166,s37,s162,s32,s111,s109,s40,s163,s135,s157,cortana
s96,s4,s172,s57,s95,s143,s59,s183,s184,s119,false
s118,s190,s194,s71,s137,s136,s60,s38,s154,s41,false
s180,s198,s51,s8,s83,s137,s160,s45,s190,s112,cortana
s143,s166,s55,s21,s192,s33,s62,s167,s171,s161,cortana
s119,s58,s29,s168,s96,s146,s16,s38,s98,s58,false
s56,s78,s27,s26,s69,s168,s112,s4,s8,s87,cortana
s193,s120,s2,s5,s140,s5,s50,s104,s97,s44,false
s64,s47,s25,s64,s71,s77,s30,s174,s160,s125,cortana
s127,s33,s124,s188,s75,s179,s48,s32,s65,s84,cortana
s190,s188,s121,s61,s18,s197,s55,s128,s81,s110,cortana
s72,s117,s83,s61,s165,s36,s172,s40,s92,s132,false
s113,s156,s88,s83,s114,s111,s70,s29,s9,s3,cortana
s78,s168,s73,s95,s7,s72,s62,s75,s165,s183,cortana
s131,s53,s108,s81,s177,s49,s172,s168,s187,s20,cortana
s189,s128,s37,s186,s74,s120,s175,s145,s37,s54,false
s127,s124,s128,s32,s143,s106,s138,s55,s148,s139,false
s56,s177,s73,s9,s134,s153,s13,s155,s63,s186,cortana
s114,s31,s73,s25,s140,s48,s89,s85,s103,s101,cortana
s143,s81,s90,s81,s48,s189,s191,s36,s6,s57,cortana
s131,s24,s100,s19,s111,s125,s168,s32,s64,s7,false
s25,s29,s186,s106,s166,s107,s91,s83,s117,s135,false
s110,s23,s105,s88,s63,s124,s58,s55,s47,s5,cortana
s141,s20,s109,s149,s96,s58,s54,s159,s149,s167,false
s10,s12,s70,s26,s14,s129,s52,s164,s21,s148,cortana
s87,s102,s136,s8,s71,s185,s4,s89,s116,s6,cortana
s85,s145,s72,s123,s80,s141,s61,s150,s81,s85,false
s2,s189,s23,s104,s119,s187,s150,s89,s15,s146,false
s187,s197,s105,s135,s33,s194,s95,s93,s82,s80,false
s24,s106,s41,s178,s128,s154,s113,s129,s142,s166,false
s71,s4,s142,s70,s15,s57,s133,s186,s49,s73,cortana
s121,s164,s191,s13,s86,s80,s155,s176,s38,s55,false
s55,s184,s158,s105,s87,s83,s148,s26,s133,s111,cortana
s25,s125,s176,s86,s151,s57,s105,s41,s150,s21,cortana
s120,s149,s193,s80,s175,s128,s55,s143,s185,s109,false
s122,s3,s136,s6,s51,s190,s145,s24,s199,s148,false
s118,s151,s173,s93,s51,s96,s85,s113,s167,s137,false
s184,s53,s168,s49,s137,s75,s119,s15,s120,s174,cortana
s127,s121,s51,s120,s134,s23,s160,s168,s103,s194,false
s185,s67,s194,s175,s160,s101,s140,s13,s183,s8,false
s129,s143,s51,s103,s198,s36,s184,s98,s145,s162,false
s22,s193,s85,s6,s103,s142,s94,s121,s128,s163,cortana
s68,s6,s81,s49,s43,s80,s82,s96,s174,s97,cortana
s24,s136,s174,s74,s114,s166,s42,s82,s115,s55,cortana
s55,s184,s172,s172,s13,s62,s195,s142,s190,s36,cortana
s14,s120,s195,s16,s191,s115,s115,s167,s87,s185,cortana
s189,s52,s51,s27,s88,s139,s63,s116,s108,s179,cortana
s120,s30,s20,s75,s86,s53,s74,s48,s11,s13,cortana
s1,s159,s30,s179,s34,s36,s161,s60,s80,s31,false
s125,s195,s64,s141,s196,s178,s40,s195,s170,s86,cortana
s186,s50,s51,s33,s132,s152,s179,s184,s63,s129,false
s173,s164,s115,s126,s129,s175,s190,s51,s82,s141,false
s161,s172,s63,s192,s7,s197,s169,s140,s43,s159,false
s27,s110,s157,s180,s135,s195,s195,s172,s51,s123,cortana
s182,s73,s165,s77,s111,s38,s22,s197,s62,s168,false
s13,s112,s176,s41,s127,s131,s75,s90,s56,s166,false
s197,s94,s52,s37,s198,s117,s163,s186,s107,s46,cortana
s89,s104,s156,s75,s94,s155,s165,s68,s147,s152,cortana
s6,s36,s112,s110,s173,s187,s85,s98,s94,s78,false
s193,s27,s195,s191,s132,s34,s154,s40,s45,s62,false
s63,s47,s7,s188,s14,s157,s78,s24,s194,s120,false
s42,s35,s31,s183,s169,s114,s31,s194,s30,s55,false
s15,s174,s45,s148,s87,s17,s54,s129,s70,s129,false
s65,s142,s41,s26,s90,s40,s127,s27,s23,s2,cortana
s86,s54,s92,s6,s128,s20,s62,s48,s147,s156,cortana
s87,s109,s31,s167,s151,s193,s113,s78,s98,s192,false
s178,s63,s95,s91,s179,s185,s129,s120,s61,s70,cortana
s42,s85,s69,s183,s18,s13,s193,s61,s186,s120,cortana
s168,s93,s118,s94,s113,s94,s23,s64,s142,s73,cortana
s5,s113,s24,s73,s187,s188,s50,s146,s145,s2,cortana
s108,s108,s194,s155,s51,s122,s136,s86,s139,s154,cortana
s154,s47,s34,s67,s19,s84,s65,s93,s30,s8,cortana
s10,s189,s163,s38,s80,s46,s131,s142,s177,s128,cortana
s90,s47,s59,s30,s11,s37,s48,s51,s144,s123,false
s165,s5,s190,s119,s139,s77,s54,s11,s6,s170,cortana
s152,s129,s1,s11,s100,s47,s158,s157,s105,s153,false
s34,s9,s169,s108,s55,s22,s193,s0,s17,s88,cortana
s92,s151,s186,s180,s80,s62,s174,s30,s195,s50,cortana
s53,s45,s137,s171,s126,s14,s77,s60,s1,s182,cortana
s140,s141,s36,s135,s0,s195,s11,s122,s198,s103,false
s164,s153,s104,s130,s15,s91,s89,s108,s164,s5,cortana
s157,s137,s129,s128,s111,s174,s73,s170,s167,s87,cortana
s57,s129,s34,s30,s14,s178,s190,s134,s17,s108,false
s66,s42,s59,s71,s174,s6,s140,s95,s69,s151,false
s71,s129,s102,s189,s50,s14,s161,s165,s5,s178,cortana
s14,s8,s124,s124,s156,s109,s145,s93,s105,s19,cortana
s29,s58,s4,s196,s133,s187,s86,s96,s70,s35,cortana
s147,s105,s13,s145,s87,s7,s114,s86,s115,s43,cortana
s167,s144,s3,s97,s102,s143,s25,s47,s85,s92,false
s26,s138,s68,s112,s122,s119,s178,s91,s84,s140,cortana
s153,s58,s139,s129,s46,s47,s14,s117,s60,s137,cortana
s82,s148,s196,s2,s40,s99,s54,s69,s41,s67,cortana
s53,s104,s56,s21,s69,s42,s27,s163,s79,s192,cortana
s20,s27,s161,s28,s2,s153,s76,s38,s47,s150,false
s29,s104,s199,s36,s63,s87,s199,s179,s93,s112,false
s187,s155,s54,s78,s147,s57,s166,s32,s143,s41,cortana
s20,s192,s132,s96,s187,s118,s198,s164,s182,s165,false
s83,s196,s35,s123,s199,s179,s125,s84,s18,s89,cortana
s59,s21,s90,s65,s145,s128,s51,s4,s45,s84,cortana
s85,s165,s181,s111,s9,s142,s23,s166,s179,s8,false
s122,s127,s164,s149,s43,s36,s126,s101,s182,s84,cortana
s198,s88,s0,s11,s17,s58,s154,s105,s31,s188,cortana
s176,s85,s78,s22,s125,s175,s122,s19,s71,s17,false
s122,s112,s41,s35,s38,s199,s83,s98,s189,s129,cortana
s153,s53,s59,s95,s186,s191,s149,s37,s93,s155,cortana
s155,s17,s40,s12,s153,s1,s199,s110,s9,s191,false
s186,s125,s65,s74,s124,s177,s69,s61,s186,s135,false
s13,s155,s118,s56,s108,s18,s19,s58,s92,s159,false
s153,s129,s127,s56,s37,s183,s168,s122,s152,s171,cortana
s149,s12,s189,s80,s164,s120,s32,s178,s54,s18,cortana
s189,s102,s105,s13,s38,s29,s144,s77,s82,s134,false
s48,s162,s145,s163,s51,s5,s153,s179,s156,s51,false
s176,s148,s25,s141,s42,s68,s174,s144,s121,s53,false
s103,s72,s49,s164,s80,s74,s1,s185,s124,s71,false
s64,s72,s122,s187,s168,s142,s189,s45,s174,s64,cortana
s65,s45,s105,s35,s91,s36,s50,s113,s16,s156,cortana
s124,s120,s40,s53,s164,s28,s88,s112,s127,s176,false
s72,s154,s85,s139,s180,s70,s140,s131,s182,s29,false
s65,s171,s156,s171,s138,s83,s155,s172,s189,s161,cortana
s100,s162,s64,s26,s100,s109,s121,s190,s43,s127,cortana
s54,s30,s153,s152,s156,s10,s91,s195,s52,s46,cortana
s187,s0,s112,s142,s124,s190,s162,s83,s172,s146,false
s162,s171,s170,s107,s133,s111,s60,s51,s18,s130,cortana
s58,s94,s138,s114,s48,s180,s115,s170,s76,s106,cortana
s75,s183,s79,s187,s152,s67,s78,s62,s118,s33,cortana
s145,s57,s70,s34,s105,s46,s148,s5,s15,s141,cortana
s99,s39,s60,s94,s162,s32,s117,s87,s121,s153,cortana
s18,s58,s66,s125,s190,s103,s155,s187,s147,s100,false
s143,s172,s100,s1,s75,s169,s54,s91,s54,s94,false
s66,s45,s56,s153,s126,s125,s146,s130,s161,s38,false
s146,s52,s95,s59,s150,s107,s110,s101,s144,s198,false
s36,s91,s167,s33,s186,s164,s75,s15,s38,s124,false
s130,s116,s68,s44,s55,s61,s68,s39,s18,s126,false
s23,s29,s83,s62,s132,s4,s168,s57,s154,s98,false
s81,s162,s11,s99,s167,s84,s15,s192,s124,s199,cortana
s131,s106,s7,s70,s23,s144,s32,s130,s121,s19,false
s71,s58,s117,s116,s118,s5,s153,s62,s174,s170,false
s70,s44,s73,s133,s198,s1,s105,s191,s115,s162,cortana
s50,s124,s116,s147,s135,s110,s52,s162,s46,s43,cortana
s140,s88,s123,s89,s48,s177,s170,s165,s47,s95,cortana
s111,s81,s186,s0,s122,s104,s69,s123,s74,s57,false
s158,s151,s194,s102,s11,s65,s2,s153,s166,s130,false
s51,s96,s154,s178,s180,s161,s52,s147,s44,s177,cortana
s167,s183,s97,s168,s102,s199,s187,s153,s190,s154,cortana
s102,s182,s33,s54,s7,s110,s35,s4,s192,s8,false
s97,s135,s123,s77,s104,s125,s81,s40,s7,s71,cortana
s131,s133,s58,s165,s12,s21,s167,s54,s63,s37,cortana
s31,s63,s83,s45,s146,s52,s145,s80,s137,s115,false
s160,s84,s174,s26,s51,s175,s75,s195,s158,s164,cortana
s45,s74,s171,s18,s61,s69,s22,s179,s166,s51,cortana
s45,s72,s15,s104,s142,s64,s4,s146,s92,s81,cortana
s63,s65,s68,s54,s1,s77,s19,s46,s111,s154,false
s143,s195,s73,s78,s130,s64,s162,s4,s3,s72,cortana
s126,s25,s136,s185,s8,s21,s97,s151,s121,s5,cortana
s20,s73,s189,s154,s63,s86,s1,s193,s105,s173,cortana
s112,s132,s179,s86,s196,s166,s191,s177,s8,s19,cortana
s14,s102,s33,s19,s101,s129,s173,s177,s96,s184,cortana
s56,s117,s197,s38,s151,s168,s140,s72,s120,s0,false
s178,s7,s180,s65,s80,s32,s147,s55,s28,s151,cortana
s107,s67,s114,s158,s73,s8,s141,s10,s62,s49,false
s193,s122,s52,s102,s157,s25,s142,s166,s3,s191,false
s29,s73,s40,s18,s123,s7,s108,s68,s22,s160,false
s137,s33,s154,s123,s111,s125,s171,s184,s192,s100,false
s109,s93,s174,s90,s83,s100,s65,s15,s175,s174,false
s110,s142,s94,s183,s92,s62,s139,s119,s90,s188,cortana
s31,s11,s121,s125,s175,s132,s104,s174,s170,s57,cortana
s175,s160,s43,s171,s19,s96,s9,s134,s10,s115,cortana
s53,s162,s104,s159,s54,s8,s88,s89,s74,s80,false
s23,s29,s39,s61,s122,s101,s187,s37,s13,s14,false
s174,s44,s139,s125,s183,s90,s122,s83,s31,s70,false
s168,s146,s124,s49,s10,s76,s193,s162,s120,s173,false
s78,s21,s37,s198,s28,s61,s81,s12,s160,s164,cortana
s186,s88,s112,s119,s63,s60,s156,s60,s168,s139,false
s175,s33,s26,s196,s26,s89,s73,s186,s73,s37,false
s169,s174,s192,s54,s182,s187,s117,s186,s49,s139,false
s151,s103,s146,s157,s147,s134,s74,s45,s135,s99,false
s82,s41,s128,s66,s0,s37,s136,s93,s109,s19,cortana
s144,s82,s146,s9,s32,s124,s164,s86,s177,s0,false
s185,s168,s196,s51,s152,s64,s8,s55,s160,s15,cortana
s191,s129,s169,s174,s5,s132,s132,s189,s144,s69,cortana
s149,s107,s100,s117,s149,s18,s102,s161,s169,s93,cortana
s138,s158,s188,s164,s127,s87,s156,s22,s4,s20,cortana
s36,s159,s199,s176,s86,s79,s140,s189,s67,s122,false
s89,s35,s35,s187,s182,s28,s33,s69,s59,s84,false
s187,s104,s59,s4,s90,s95,s48,s32,s182,s196,cortana
s141,s124,s164,s3,s171,s44,s25,s7,s147,s11,false
s149,s132,s98,s173,s183,s80,s186,s175,s45,s177,false
s137,s118,s124,s129,s137,s122,s5,s192,s131,s185,cortana
s51,s85,s95,s134,s91,s108,s18,s93,s91,s55,false
s54,s196,s149,s126,s13,s120,s186,s82,s122,s33,cortana
s12,s141,s125,s93,s141,s147,s50,s140,s104,s2,cortana
s58,s189,s167,s49,s85,s61,s134,s1,s44,s79,false
s173,s30,s185,s188,s8,s27,s9,s12,s193,s175,cortana
s95,s19,s188,s199,s103,s198,s184,s152,s67,s101,false
s59,s140,s153,s64,s39,s60,s142,s22,s192,s13,cortana
s29,s92,s166,s50,s62,s20,s18,s64,s142,s33,false
s63,s86,s181,s34,s76,s51,s179,s135,s167,s37,cortana
s141,s32,s66,s57,s66,s84,s100,s194,s17,s118,cortana
s192,s122,s3,s74,s191,s193,s75,s161,s34,s0,false
s3,s145,s119,s194,s144,s162,s145,s0,s167,s143,false
s61,s15,s15,s77,s47,s116,s106,s61,s12,s67,cortana
s151,s23,s22,s129,s136,s51,s133,s53,s117,s7,cortana
s134,s34,s184,s95,s133,s142,s156,s26,s52,s13,cortana
s164,s151,s110,s80,s36,s39,s58,s21,s57,s73,cortana
s78,s124,s160,s12,s166,s131,s119,s58,s107,s180,false
s198,s25,s11,s196,s41,s68,s132,s96,s87,s59,false
s166,s14,s55,s76,s117,s149,s41,s69,s61,s196,false
s134,s19,s7,s184,s160,s181,s12,s50,s181,s171,false
s160,s190,s178,s164,s115,s69,s143,s20,s103,s184,cortana
s10,s198,s18,s87,s120,s171,s164,s86,s115,s193,cortana
s147,s152,s153,s45,s190,s31,s106,s50,s59,s108,cortana
s17,s190,s152,s87,s194,s199,s122,s23,s55,s181,cortana
s52,s134,s65,s99,s153,s76,s150,s135,s46,s37,false
s45,s105,s79,s126,s148,s126,s85,s161,s131,s158,cortana
s191,s73,s46,s157,s82,s138,s120,s31,s118,s145,cortana
s188,s195,s115,s6,s15,s163,s115,s147,s43,s66,false
s43,s175,s165,s104,s191,s0,s179,s62,s138,s196,cortana
s119,s145,s57,s12,s43,s14,s134,s110,s56,s175,cortana
s99,s54,s189,s14,s12,s44,s182,s143,s79,s42,cortana
s8,s79,s17,s6,s80,s145,s129,s35,s71,s23,cortana
s25,s28,s9,s106,s12,s55,s138,s1,s3,s4,cortana
s17,s40,s93,s185,s83,s120,s153,s13,s87,s97,false
s14,s32,s188,s117,s157,s54,s180,s129,s172,s63,false
s29,s38,s116,s148,s164,s21,s53,s75,s173,s51,false
s106,s71,s29,s145,s86,s163,s176,s199,s71,s86,cortana
s45,s141,s54,s7,s46,s22,s87,s199,s195,s0,false
s104,s120,s197,s13,s184,s23,s113,s73,s21,s87,false
s93,s194,s185,s91,s50,s199,s186,s182,s188,s157,cortana
s119,s134,s199,s90,s166,s50,s64,s162,s102,s82,cortana
s90,s134,s195,s106,s101,s29,s30,s54,s116,s186,cortana
s39,s48,s157,s60,s151,s63,s93,s71,s190,s110,false
s75,s183,s81,s186,s25,s184,s114,s81,s101,s199,false
s42,s144,s108,s112,s13,s141,s21,s103,s8,s180,cortana
s21,s74,s176,s168,s140,s41,s145,s168,s76,s41,cortana
s193,s138,s111,s196,s156,s110,s70,s93,s39,s16,cortana
s102,s104,s22,s86,s83,s72,s66,s17,s36,s147,cortana
s15,s106,s114,s33,s30,s103,s67,s15,s153,s190,cortana
s78,s115,s50,s134,s198,s57,s166,s31,s39,s179,cortana
s172,s184,s173,s137,s42,s81,s72,s41,s47,s166,false
s160,s69,s96,s162,s104,s48,s168,s50,s35,s114,false
s155,s5,s92,s104,s103,s36,s71,s20,s52,s39,false
s142,s81,s72,s140,s156,s87,s98,s60,s139,s126,false
s34,s177,s97,s14,s96,s174,s30,s56,s106,s199,cortana
s144,s153,s100,s130,s100,s73,s165,s194,s153,s61,cortana
s96,s169,s136,s119,s58,s5,s4,s162,s197,s66,cortana
s37,s141,s73,s33,s21,s179,s164,s102,s18,s192,cortana
s134,s22,s1,s47,s128,s128,s24,s135,s189,s35,cortana
s130,s199,s18,s144,s12,s43,s163,s2,s22,s136,false
s123,s58,s184,s91,s130,s147,s171,s146,s125,s41,false
s23,s58,s98,s64,s168,s165,s62,s24,s142,s79,cortana
s98,s168,s43,s5,s154,s12,s121,s155,s90,s182,false
s61,s175,s155,s155,s5,s178,s120,s95,s172,s118,false
s14,s161,s193,s89,s41,s173,s47,s97,s7,s87,cortana
s6,s196,s122,s90,s192,s191,s8,s3,s78,s36,cortana
s138,s198,s146,s128,s98,s188,s198,s181,s147,s25,false
s162,s179,s27,s161,s38,s48,s104,s143,s63,s153,false
s79,s192,s64,s76,s22,s2,s157,s41,s60,s29,false
s65,s37,s179,s111,s113,s19,s45,s164,s188,s142,cortana
s120,s39,s21,s85,s168,s61,s20,s108,s151,s94,cortana
s192,s143,s115,s92,s164,s79,s186,s96,s141,s110,false
s147,s17,s47,s189,s199,s58,s141,s161,s148,s83,false
s32,s79,s57,s117,s188,s196,s21,s97,s163,s141,false
s50,s11,s130,s178,s126,s170,s35,s179,s180,s196,cortana
s37,s157,s63,s108,s181,s115,s133,s79,s108,s148,cortana
s96,s106,s13,s4,s118,s139,s115,s51,s132,s82,cortana
s29,s36,s5,s142,s153,s105,s124,s161,s48,s46,false
s136,s147,s79,s56,s117,s104,s92,s8,s22,s49,cortana
s184,s84,s156,s58,s182,s105,s168,s92,s69,s167,false
s127,s168,s163,s159,s52,s81,s165,s88,s35,s169,cortana
s84,s44,s97,s75,s15,s116,s98,s32,s148,s54,cortana
s195,s189,s131,s34,s122,s89,s98,s183,s89,s51,false
s151,s71,s70,s79,s43,s150,s124,s160,s3,s95,false
s25,s8,s157,s2,s97,s19,s151,s8,s48,s111,false
s195,s195,s134,s96,s163,s153,s28,s93,s192,s193,cortana
s22,s113,s135,s140,s129,s43,s11,s56,s169,s113,false
s113,s6,s110,s123,s137,s11,s31,s12,s34,s115,false
s145,s146,s194,s156,s65,s31,s30,s57,s43,s132,cortana
s76,s58,s42,s83,s14,s130,s195,s122,s128,s19,false
s156,s120,s58,s82,s33,s42,s113,s172,s180,s191,cortana
s12,s12,s197,s52,s32,s79,s112,s28,s157,s44,false
s22,s178,s136,s37,s189,s31,s95,s63,s93,s48,cortana
s54,s17,s148,s9,s18,s42,s34,s78,s50,s113,cortana
s185,s24,s140,s23,s2,s72,s120,s194,s140,s127,false
s32,s189,s58,s99,s60,s0,s171,s164,s75,s132,cortana
s46,s191,s143,s112,s13,s58,s40,s65,s81,s165,cortana
s119,s158,s16,s5,s35,s140,s105,s165,s81,s141,false
s106,s26,s11,s32,s131,s191,s13,s37,s64,s177,false
s33,s143,s159,s105,s6,s128,s93,s163,s62,s113,false
s36,s67,s146,s26,s123,s174,s123,s55,s112,s100,false
s83,s1,s47,s42,s194,s22,s91,s105,s94,s60,false
s23,s43,s58,s197,s171,s119,s44,s144,s10,s121,false
s107,s97,s120,s1,s147,s66,s70,s181,s100,s56,cortana
s118,s41,s113,s82,s60,s162,s56,s77,s18,s2,false
s198,s177,s9,s75,s123,s100,s153,s89,s169,s74,false
s102,s64,s52,s153,s67,s139,s185,s194,s157,s190,cortana
s193,s181,s110,s92,s179,s185,s20,s180,s102,s189,cortana
s44,s170,s53,s73,s23,s153,s172,s152,s152,s43,cortana
s196,s129,s30,s104,s174,s105,s75,s40,s78,s61,cortana
s180,s28,s131,s156,s114,s181,s110,s112,s8,s16,cortana
s122,s175,s174,s193,s125,s29,s154,s192,s64,s118,false
s193,s87,s16,s79,s89,s150,s186,s36,s131,s160,false
s24,s13,s53,s23,s125,s174,s179,s196,s199,s166,cortana
